aqi_category,co,nh3,no,no2,o3,pm10,pm2_5,so2,timestamp
4.0,520.71,10.26,0.35,5.65,158.79,30.88,23.98,3.87,2025-03-17 11:00:00
4.0,534.06,10.26,0.29,7.63,151.63,29.77,22.7,3.93,2025-03-17 12:00:00
3.0,1094.82,21.28,0.39,42.16,103.0,48.13,35.2,6.2,2025-03-17 13:00:00
4.0,2056.12,37.49,0.14,90.48,36.12,88.63,64.06,9.78,2025-03-17 14:00:00
5.0,2883.91,50.66,6.15,115.16,2.82,131.38,95.81,12.4,2025-03-17 15:00:00
5.0,3391.27,66.88,13.97,119.27,0.13,170.43,124.65,13.83,2025-03-17 16:00:00
5.0,3738.4,94.23,20.34,122.01,0.02,205.69,151.0,16.69,2025-03-17 17:00:00
5.0,4112.24,123.62,28.39,128.87,0.0,231.96,172.03,20.27,2025-03-17 18:00:00
5.0,4112.24,139.83,29.06,131.61,0.0,226.69,171.16,20.98,2025-03-17 19:00:00
5.0,3685.0,141.86,21.9,120.64,0.02,202.81,154.93,18.6,2025-03-17 20:00:00
5.0,3124.24,128.69,12.96,104.19,0.13,176.17,134.67,14.31,2025-03-17 21:00:00
5.0,2536.77,126.66,5.09,89.11,1.06,147.14,111.05,11.8,2025-03-17 22:00:00
5.0,2109.53,145.91,1.2,78.14,4.38,129.05,95.14,12.04,2025-03-17 23:00:00
5.0,1922.61,166.18,0.48,71.97,7.87,126.31,91.79,12.76,2025-03-18 00:00:00
5.0,2056.12,188.47,1.36,78.14,5.1,139.71,100.94,14.42,2025-03-18 01:00:00
5.0,2510.07,202.66,13.97,85.68,0.59,161.72,116.2,17.64,2025-03-18 02:00:00
5.0,3337.86,200.63,50.07,87.05,5.36,185.26,133.75,21.22,2025-03-18 03:00:00
5.0,4058.84,162.12,78.68,87.05,13.23,209.61,153.15,20.5,2025-03-18 04:00:00
5.0,4379.27,117.54,70.63,104.19,28.97,238.16,178.32,18.12,2025-03-18 05:00:00
5.0,4058.84,106.39,38.44,119.27,77.25,268.31,209.28,18.12,2025-03-18 06:00:00
4.0,847.82,26.6,2.37,15.42,151.63,62.24,47.22,5.9,2025-03-18 07:00:00
4.0,547.41,13.93,0.68,5.1,158.79,34.62,25.18,3.25,2025-03-18 08:00:00
4.0,500.68,11.53,0.49,4.11,158.79,31.37,22.96,2.83,2025-03-18 09:00:00
4.0,487.33,10.26,0.41,4.41,157.36,29.29,21.26,2.77,2025-03-18 10:00:00
4.0,494.0,9.88,0.41,5.74,154.5,28.61,20.52,2.98,2025-03-18 11:00:00
4.0,520.71,10.01,0.34,8.23,148.77,28.44,20.06,3.34,2025-03-18 12:00:00
3.0,1121.52,20.77,0.47,45.24,97.27,44.57,30.89,6.02,2025-03-18 13:00:00
4.0,2109.53,37.49,0.22,95.96,30.76,81.49,57.33,10.49,2025-03-18 14:00:00
5.0,2910.61,53.7,4.36,119.27,3.4,125.47,91.35,13.95,2025-03-18 15:00:00
5.0,3231.05,68.9,6.03,117.9,1.43,165.22,122.55,15.5,2025-03-18 16:00:00
5.0,3417.97,79.04,6.59,117.9,1.03,196.83,146.25,15.74,2025-03-18 17:00:00
5.0,3685.0,87.14,9.83,123.38,0.37,219.96,163.9,14.9,2025-03-18 18:00:00
5.0,3631.59,94.23,9.95,123.38,0.35,218.2,162.61,12.99,2025-03-18 19:00:00
5.0,3364.56,103.35,6.09,115.16,0.79,206.6,153.33,11.56,2025-03-18 20:00:00
5.0,3044.13,118.55,2.65,104.19,2.03,195.71,144.66,11.32,2025-03-18 21:00:00
5.0,2696.99,129.7,1.02,91.85,4.2,176.01,129.38,11.44,2025-03-18 22:00:00
5.0,2323.15,137.81,0.34,78.14,8.4,153.47,111.74,11.09,2025-03-18 23:00:00
5.0,1976.01,143.89,0.18,66.49,12.16,137.01,98.76,10.97,2025-03-19 00:00:00
5.0,1895.9,141.86,0.6,64.43,8.94,132.14,93.9,10.85,2025-03-19 01:00:00
5.0,2162.93,121.59,9.61,67.17,1.15,138.63,97.13,10.73,2025-03-19 02:00:00
5.0,2723.69,93.22,37.1,64.43,5.28,145.84,101.89,10.85,2025-03-19 03:00:00
5.0,2964.02,72.96,51.41,63.06,14.48,144.52,101.68,10.97,2025-03-19 04:00:00
5.0,3177.64,63.84,47.83,74.03,28.97,157.74,112.74,11.92,2025-03-19 05:00:00
5.0,3017.43,58.77,29.5,82.25,63.66,172.81,127.82,12.87,2025-03-19 06:00:00
3.0,674.25,16.09,1.98,13.37,125.89,35.05,24.1,4.35,2025-03-19 07:00:00
3.0,480.65,10.77,0.52,6.6,133.04,24.67,16.54,3.1,2025-03-19 08:00:00
3.0,467.3,9.75,0.25,7.11,128.75,22.04,14.3,3.1,2025-03-19 09:00:00
3.0,460.62,8.99,0.23,7.63,123.02,19.81,12.27,3.1,2025-03-19 10:00:00
3.0,460.62,8.61,0.37,7.11,124.45,19.18,12.02,2.92,2025-03-19 11:00:00
3.0,453.95,8.61,0.32,6.6,124.45,18.92,12.08,2.65,2025-03-19 12:00:00
3.0,700.95,16.97,0.31,22.62,101.57,28.29,18.22,4.17,2025-03-19 13:00:00
3.0,1094.82,31.41,0.01,40.78,71.53,49.83,32.89,6.68,2025-03-19 14:00:00
4.0,1428.6,42.56,0.0,50.72,54.36,74.96,50.81,8.58,2025-03-19 15:00:00
4.0,1708.98,50.66,0.0,56.21,40.77,101.65,70.62,9.3,2025-03-19 16:00:00
5.0,2189.64,56.74,0.41,74.71,18.42,134.82,96.0,9.66,2025-03-19 17:00:00
5.0,2883.91,59.78,7.93,95.96,1.4,163.99,119.75,9.42,2025-03-19 18:00:00
5.0,3337.86,60.8,17.88,104.19,0.02,170.39,127.81,8.34,2025-03-19 19:00:00
5.0,3337.86,64.34,18.78,104.19,0.02,162.61,123.41,7.21,2025-03-19 20:00:00
5.0,3070.83,69.92,14.31,95.96,0.05,152.57,115.31,6.32,2025-03-19 21:00:00
5.0,2643.59,89.17,9.39,86.37,0.14,137.13,101.74,7.63,2025-03-19 22:00:00
5.0,2269.74,114.5,5.7,78.14,0.5,123.65,89.77,9.78,2025-03-19 23:00:00
5.0,2029.42,131.73,3.69,72.66,1.11,118.4,84.81,10.97,2025-03-20 00:00:00
5.0,2082.82,149.97,5.53,74.03,0.58,127.04,90.66,12.64,2025-03-20 01:00:00
5.0,2510.07,170.23,20.79,78.14,0.54,147.97,105.53,15.97,2025-03-20 02:00:00
5.0,3337.86,174.28,57.22,79.51,6.17,172.45,123.73,19.79,2025-03-20 03:00:00
5.0,4005.43,127.67,84.04,80.2,13.59,190.88,139.54,17.88,2025-03-20 04:00:00
5.0,4219.06,87.14,74.21,97.33,28.25,202.25,151.72,15.74,2025-03-20 05:00:00
5.0,3631.59,67.89,38.44,104.19,70.81,195.38,151.9,14.78,2025-03-20 06:00:00
3.0,640.87,14.44,2.12,11.31,130.18,30.6,21.81,3.64,2025-03-20 07:00:00
3.0,440.6,8.61,0.63,4.07,138.76,20.47,14.5,2.15,2025-03-20 08:00:00
4.0,427.25,7.66,0.5,3.68,141.62,19.62,13.85,2.03,2025-03-20 09:00:00
4.0,440.6,7.16,0.47,3.94,143.05,19.12,13.3,2.06,2025-03-20 10:00:00
4.0,460.62,7.03,0.47,4.71,144.48,19.14,13.26,2.21,2025-03-20 11:00:00
4.0,480.65,7.22,0.38,6.08,143.05,18.98,13.07,2.35,2025-03-20 12:00:00
3.0,934.6,17.48,0.67,35.64,100.14,32.16,21.88,4.71,2025-03-20 13:00:00
3.0,1642.23,32.93,0.03,73.34,47.21,61.56,42.12,8.46,2025-03-20 14:00:00
4.0,2296.45,48.13,0.34,97.33,18.06,99.12,69.43,11.92,2025-03-20 15:00:00
5.0,2643.59,60.29,1.44,102.82,6.97,132.55,93.08,13.47,2025-03-20 16:00:00
5.0,3070.83,71.94,5.92,109.67,1.42,167.75,119.58,14.54,2025-03-20 17:00:00
5.0,3738.4,83.09,16.54,123.38,0.06,202.93,148.27,15.26,2025-03-20 18:00:00
5.0,4005.43,87.14,21.68,132.98,0.02,213.57,160.11,13.71,2025-03-20 19:00:00
5.0,3845.21,86.13,17.21,127.49,0.05,203.73,154.01,11.21,2025-03-20 20:00:00
5.0,3337.86,92.21,10.17,111.04,0.25,187.29,140.75,9.66,2025-03-20 21:00:00
5.0,2670.29,105.38,3.16,91.85,2.35,157.86,116.64,8.94,2025-03-20 22:00:00
5.0,2109.53,112.47,0.27,70.6,11.18,131.39,94.72,8.23,2025-03-20 23:00:00
5.0,1789.09,113.49,0.05,55.52,19.85,115.39,81.91,7.75,2025-03-21 00:00:00
5.0,1735.69,110.45,0.18,54.15,16.63,111.39,78.27,7.99,2025-03-21 01:00:00
5.0,2136.23,105.38,8.61,63.75,2.86,124.11,86.39,10.01,2025-03-21 02:00:00
5.0,3097.53,99.3,44.7,65.12,7.6,146.23,103.1,12.99,2025-03-21 03:00:00
5.0,3952.03,84.1,69.74,77.46,16.99,170.71,123.39,14.31,2025-03-21 04:00:00
5.0,4325.87,63.33,57.22,101.45,40.05,194.45,145.49,14.31,2025-03-21 05:00:00
5.0,3952.03,51.17,27.05,104.19,103.0,210.49,164.74,13.83,2025-03-21 06:00:00
4.0,834.47,12.16,1.68,10.71,147.34,35.93,23.65,3.81,2025-03-21 07:00:00
4.0,480.65,6.4,0.6,3.86,141.62,18.88,11.16,1.91,2025-03-21 08:00:00
3.0,410.56,5.32,0.54,3.51,137.33,14.94,8.45,1.64,2025-03-21 09:00:00
3.0,387.19,4.81,0.54,3.68,133.04,13.03,7.15,1.59,2025-03-21 10:00:00
3.0,383.85,4.94,0.54,4.33,133.04,12.63,6.96,1.68,2025-03-21 11:00:00
3.0,393.87,5.32,0.48,5.74,130.18,12.74,7.07,1.79,2025-03-21 12:00:00
2.0,921.25,19.76,1.31,40.78,87.26,28.14,17.25,4.53,2025-03-21 13:00:00
3.0,1789.09,48.13,0.26,91.85,31.11,65.69,42.81,9.42,2025-03-21 14:00:00
5.0,2643.59,81.06,7.71,123.38,2.17,112.07,76.5,15.26,2025-03-21 15:00:00
5.0,3311.16,115.51,16.32,135.72,0.08,151.48,106.01,20.74,2025-03-21 16:00:00
5.0,3791.81,145.91,22.8,145.32,0.02,182.64,129.46,24.8,2025-03-21 17:00:00
5.0,4165.65,170.23,29.95,153.54,0.0,198.99,143.39,27.42,2025-03-21 18:00:00
5.0,4005.43,174.28,26.82,152.17,0.01,183.63,133.74,25.75,2025-03-21 19:00:00
5.0,3471.37,178.34,17.21,138.46,0.06,162.57,117.69,22.89,2025-03-21 20:00:00
5.0,3017.43,184.42,8.16,124.75,0.52,149.48,107.1,20.5,2025-03-21 21:00:00
5.0,2563.48,182.39,1.56,108.3,5.05,133.85,94.15,17.4,2025-03-21 22:00:00
5.0,2056.12,168.2,0.03,80.88,20.92,111.71,76.49,13.59,2025-03-21 23:00:00
4.0,1628.88,154.02,0.0,56.21,38.27,94.31,63.23,10.73,2025-03-22 00:00:00
4.0,1455.31,139.83,0.0,46.61,43.99,85.8,56.69,9.42,2025-03-22 01:00:00
4.0,1735.69,131.73,0.99,59.63,27.54,92.58,60.8,10.37,2025-03-22 02:00:00
4.0,2456.67,127.67,21.9,69.23,20.21,110.79,74.7,13.11,2025-03-22 03:00:00
5.0,3204.35,133.75,41.13,83.63,32.19,138.9,97.45,16.45,2025-03-22 04:00:00
5.0,3791.81,133.75,38.44,108.3,62.23,176.26,129.45,18.6,2025-03-22 05:00:00
5.0,3898.62,98.29,22.35,111.04,127.32,209.01,162.44,16.93,2025-03-22 06:00:00
4.0,767.71,12.92,1.49,9.94,150.2,32.77,20.48,3.4,2025-03-22 07:00:00
4.0,447.27,6.71,0.55,3.73,143.05,18.7,11.36,1.88,2025-03-22 08:00:00
4.0,387.19,6.08,0.46,3.3,144.48,16.2,10.28,1.73,2025-03-22 09:00:00
4.0,367.16,5.83,0.41,3.51,145.91,15.19,9.93,1.74,2025-03-22 10:00:00
4.0,367.16,5.76,0.37,4.2,145.91,14.59,9.64,1.85,2025-03-22 11:00:00
4.0,377.18,5.95,0.27,5.65,144.48,14.47,9.56,2.0,2025-03-22 12:00:00
3.0,787.73,17.73,0.31,32.56,108.72,26.26,17.23,4.05,2025-03-22 13:00:00
3.0,1468.66,35.97,0.01,67.86,62.23,55.82,37.59,7.51,2025-03-22 14:00:00
4.0,2056.12,52.69,0.01,93.22,33.26,92.62,64.1,10.37,2025-03-22 15:00:00
5.0,2429.96,70.93,0.05,101.45,22.71,130.37,92.03,11.8,2025-03-22 16:00:00
5.0,2670.29,90.18,0.12,104.19,18.06,163.51,116.65,12.76,2025-03-22 17:00:00
5.0,2937.32,110.45,0.46,111.04,11.44,187.89,135.21,13.95,2025-03-22 18:00:00
5.0,2964.02,141.86,0.41,113.79,10.37,189.39,137.72,15.74,2025-03-22 19:00:00
5.0,2857.21,168.2,0.12,109.67,13.23,181.32,132.53,16.45,2025-03-22 20:00:00
5.0,2723.69,184.42,0.05,104.19,14.84,178.79,130.73,16.45,2025-03-22 21:00:00
5.0,2643.59,192.52,0.07,100.08,12.87,174.29,127.37,15.97,2025-03-22 22:00:00
5.0,2349.85,186.44,0.08,89.11,13.23,153.54,111.22,14.42,2025-03-22 23:00:00
5.0,1895.9,170.23,0.07,69.92,15.91,124.22,87.77,12.16,2025-03-23 00:00:00
4.0,1602.17,156.04,0.17,58.95,14.84,105.11,72.56,10.73,2025-03-23 01:00:00
4.0,1789.09,154.02,5.03,65.8,4.25,108.92,74.1,12.04,2025-03-23 02:00:00
5.0,2483.37,156.04,31.29,69.23,8.4,127.9,87.78,15.26,2025-03-23 03:00:00
5.0,3150.94,174.28,51.86,80.88,19.49,161.1,113.6,19.07,2025-03-23 04:00:00
5.0,3471.37,182.39,42.47,102.82,47.92,208.78,153.94,20.74,2025-03-23 05:00:00
5.0,3417.97,162.12,21.46,105.56,118.73,277.49,219.33,19.07,2025-03-23 06:00:00
5.0,1482.01,63.84,2.63,25.02,211.72,175.96,150.4,12.4,2025-03-23 07:00:00
5.0,1068.12,41.54,0.88,10.62,234.6,148.49,129.1,8.82,2025-03-23 08:00:00
5.0,794.41,29.39,0.51,6.43,223.16,100.45,85.42,6.2,2025-03-23 09:00:00
5.0,554.08,17.73,0.37,4.37,188.83,56.14,44.49,3.93,2025-03-23 10:00:00
5.0,520.71,15.83,0.35,5.1,181.67,52.07,40.47,3.78,2025-03-23 11:00:00
4.0,540.73,17.48,0.29,7.28,177.38,54.47,42.34,3.87,2025-03-23 12:00:00
4.0,881.2,26.6,0.21,27.76,140.19,71.6,55.93,5.25,2025-03-23 13:00:00
5.0,1441.96,38.5,0.01,54.84,87.26,104.94,82.0,7.63,2025-03-23 14:00:00
5.0,1949.31,47.12,0.0,76.77,50.78,134.57,104.26,9.54,2025-03-23 15:00:00
5.0,2323.15,56.24,0.02,89.11,29.33,157.99,121.05,10.25,2025-03-23 16:00:00
5.0,2590.18,66.88,0.3,95.96,14.31,179.38,135.42,10.49,2025-03-23 17:00:00
5.0,2803.8,80.05,1.52,100.08,5.41,198.27,148.53,10.61,2025-03-23 18:00:00
5.0,2857.21,94.23,1.3,100.08,5.23,203.87,154.04,10.49,2025-03-23 19:00:00
5.0,2777.1,105.38,0.52,95.96,7.87,202.93,153.97,10.13,2025-03-23 20:00:00
5.0,2696.99,114.5,0.27,90.48,9.12,203.79,154.13,9.78,2025-03-23 21:00:00
5.0,2643.59,137.81,0.27,89.11,8.49,205.99,155.75,11.32,2025-03-23 22:00:00
5.0,2590.18,160.1,0.26,89.11,8.67,203.82,154.62,13.23,2025-03-23 23:00:00
5.0,2429.96,178.34,0.29,83.63,9.39,195.45,148.46,14.42,2025-03-24 00:00:00
5.0,2429.96,194.55,1.29,85.0,5.01,194.2,146.87,15.97,2025-03-24 01:00:00
5.0,2857.21,210.76,14.08,91.85,0.67,213.5,160.52,19.31,2025-03-24 02:00:00
5.0,3738.4,220.89,47.39,98.71,5.05,241.88,181.45,24.08,2025-03-24 03:00:00
5.0,4432.68,231.03,68.84,109.67,12.16,270.14,203.48,28.13,2025-03-24 04:00:00
5.0,4592.9,233.05,58.11,131.61,26.82,298.72,228.4,29.56,2025-03-24 05:00:00
5.0,4272.46,200.63,30.85,138.46,70.1,324.54,255.61,26.94,2025-03-24 06:00:00
5.0,1642.23,64.34,4.08,42.16,167.37,162.77,133.77,15.26,2025-03-24 07:00:00
5.0,1094.82,38.0,1.47,19.71,205.99,130.75,107.92,10.61,2025-03-24 08:00:00
5.0,854.49,28.37,0.68,11.14,220.3,115.55,94.24,8.34,2025-03-24 09:00:00
5.0,587.46,19.51,0.26,5.91,194.55,82.27,61.13,5.54,2025-03-24 10:00:00
5.0,534.06,16.72,0.13,6.08,180.24,76.18,53.75,5.07,2025-03-24 11:00:00
4.0,540.73,16.72,0.07,7.71,174.52,75.18,52.75,5.07,2025-03-24 12:00:00
4.0,1108.17,26.85,0.05,42.84,124.45,92.26,66.05,7.27,2025-03-24 13:00:00
5.0,2056.12,43.06,0.0,93.22,57.94,134.84,97.92,11.21,2025-03-24 14:00:00
5.0,2964.02,57.25,1.51,131.61,13.23,178.76,130.31,14.78,2025-03-24 15:00:00
5.0,3631.59,68.9,9.5,141.2,0.32,209.35,154.27,17.17,2025-03-24 16:00:00
5.0,3845.21,67.89,10.62,139.83,0.2,214.95,160.1,17.17,2025-03-24 17:00:00
5.0,3364.56,59.28,5.09,123.38,2.17,181.71,135.94,14.31,2025-03-24 18:00:00
5.0,1895.9,41.04,0.0,67.86,43.27,105.51,78.84,8.58,2025-03-24 19:00:00
4.0,1281.74,34.96,0.0,42.5,65.09,77.66,58.08,5.96,2025-03-24 20:00:00
4.0,1041.41,33.94,0.0,31.53,72.96,68.42,51.35,5.01,2025-03-24 21:00:00
3.0,907.9,34.45,0.0,24.68,75.1,61.52,45.85,4.35,2025-03-24 22:00:00
3.0,821.11,34.96,0.0,20.05,72.96,56.24,41.21,3.81,2025-03-24 23:00:00
3.0,847.82,35.97,0.0,19.71,67.95,55.31,39.76,3.7,2025-03-25 00:00:00
3.0,988.01,35.97,0.0,23.65,59.37,57.76,40.81,3.93,2025-03-25 01:00:00
3.0,1375.2,35.97,0.13,41.13,40.41,69.05,48.26,5.48,2025-03-25 02:00:00
4.0,1708.98,33.94,4.41,54.15,33.62,75.07,53.0,7.09,2025-03-25 03:00:00
4.0,1695.63,31.16,8.38,47.98,52.93,72.56,51.77,8.94,2025-03-25 04:00:00
4.0,1735.69,31.41,8.72,47.3,69.38,76.73,54.89,11.21,2025-03-25 05:00:00
4.0,1562.12,31.16,5.59,42.5,92.98,75.87,54.38,12.99,2025-03-25 06:00:00
3.0,580.79,15.83,0.28,10.45,133.04,40.98,28.74,5.19,2025-03-25 07:00:00
4.0,494.0,14.82,0.09,7.03,141.62,46.9,31.38,4.71,2025-03-25 08:00:00
4.0,494.0,14.57,0.03,7.28,141.62,48.79,31.87,5.3,2025-03-25 09:00:00
4.0,507.35,15.07,0.1,8.14,141.62,47.36,31.31,6.62,2025-03-25 10:00:00
4.0,547.41,15.71,0.26,9.94,141.62,45.88,31.9,6.97,2025-03-25 11:00:00
4.0,574.11,15.07,0.27,11.31,141.62,43.08,31.14,6.26,2025-03-25 12:00:00
3.0,680.92,16.47,0.11,17.99,127.32,42.63,30.96,5.54,2025-03-25 13:00:00
3.0,867.84,21.03,0.0,26.05,103.0,44.91,32.03,5.84,2025-03-25 14:00:00
3.0,1001.36,24.57,0.0,28.79,90.84,46.89,32.73,5.96,2025-03-25 15:00:00
3.0,1321.79,33.44,0.0,41.13,68.66,62.3,42.96,6.62,2025-03-25 16:00:00
4.0,1842.5,44.08,0.01,60.32,38.98,89.74,62.77,7.27,2025-03-25 17:00:00
5.0,2243.04,48.64,0.45,75.4,15.91,108.66,77.71,6.97,2025-03-25 18:00:00
5.0,2403.26,46.61,2.01,80.2,4.38,108.16,79.89,5.84,2025-03-25 19:00:00
5.0,2349.85,40.02,2.1,77.46,2.91,104.42,78.27,4.83,2025-03-25 20:00:00
5.0,2189.64,30.91,0.91,70.6,5.23,103.42,77.28,4.17,2025-03-25 21:00:00
4.0,1949.31,24.83,0.29,60.32,9.39,100.21,74.01,3.67,2025-03-25 22:00:00
4.0,1762.39,21.53,0.16,50.72,12.16,93.85,68.79,3.31,2025-03-25 23:00:00
4.0,1562.12,20.01,0.12,41.47,15.74,82.1,59.83,3.13,2025-03-26 00:00:00
3.0,947.95,13.43,0.0,20.22,70.1,54.34,43.03,4.83,2025-03-27 01:00:00
3.0,1041.41,10.39,0.08,27.08,65.8,50.01,37.74,4.71,2025-03-27 02:00:00
3.0,1201.63,11.02,2.43,33.93,65.8,45.88,33.33,5.3,2025-03-27 03:00:00
3.0,1068.12,11.78,3.97,25.02,90.12,35.57,25.84,6.02,2025-03-27 04:00:00
3.0,1001.36,13.81,3.8,20.91,110.15,37.23,27.51,6.74,2025-03-27 05:00:00
3.0,881.2,13.93,2.54,15.42,138.76,40.77,31.51,7.21,2025-03-27 06:00:00
4.0,560.76,8.87,0.8,6.08,151.63,25.79,20.78,4.41,2025-03-27 07:00:00
4.0,500.68,7.6,0.5,4.67,154.5,24.29,20.04,3.76,2025-03-27 08:00:00
4.0,500.68,7.73,0.43,5.06,154.5,25.87,21.22,3.73,2025-03-27 09:00:00
4.0,494.0,7.6,0.38,5.36,151.63,25.9,20.43,3.55,2025-03-27 10:00:00
4.0,494.0,8.11,0.39,6.25,147.34,26.34,20.07,3.49,2025-03-27 11:00:00
3.0,514.03,9.12,0.36,8.48,138.76,26.23,19.96,3.76,2025-03-27 12:00:00
3.0,567.44,10.64,0.14,13.54,121.59,27.1,21.2,5.25,2025-03-27 13:00:00
3.0,600.81,10.51,0.0,15.59,108.72,27.22,21.95,6.2,2025-03-27 14:00:00
3.0,600.81,9.25,0.0,13.37,107.29,26.4,21.79,5.96,2025-03-27 15:00:00
3.0,720.98,10.26,0.0,16.96,97.27,31.35,25.14,5.96,2025-03-27 16:00:00
3.0,934.6,10.89,0.0,25.02,80.11,43.81,33.43,5.96,2025-03-27 17:00:00
3.0,1094.82,11.65,0.0,32.22,64.37,53.6,39.83,5.72,2025-03-27 18:00:00
3.0,1148.22,12.79,0.0,34.62,57.22,54.42,40.1,5.07,2025-03-27 19:00:00
3.0,1148.22,11.78,0.0,32.56,56.51,52.45,38.97,4.29,2025-03-27 20:00:00
3.0,1121.52,10.89,0.0,28.79,56.51,51.22,38.64,3.76,2025-03-27 21:00:00
3.0,1068.12,9.75,0.0,25.36,56.51,49.47,37.68,3.19,2025-03-27 22:00:00
3.0,1041.41,8.99,0.0,23.31,53.64,49.44,37.41,2.86,2025-03-27 23:00:00
3.0,1001.36,8.61,0.0,22.28,49.35,48.67,37.6,2.98,2025-03-28 00:00:00
3.0,947.95,8.49,0.0,22.62,47.92,47.54,36.59,3.52,2025-03-28 01:00:00
3.0,1041.41,10.89,0.34,30.5,41.84,51.81,38.53,4.71,2025-03-28 02:00:00
3.0,1241.68,16.97,6.15,37.01,41.84,57.38,41.8,6.44,2025-03-28 03:00:00
3.0,1281.74,19.25,9.72,33.24,60.08,54.32,38.91,7.63,2025-03-28 04:00:00
3.0,1134.87,16.47,6.93,26.05,92.98,43.16,29.91,6.91,2025-03-28 05:00:00
3.0,754.36,10.26,2.63,12.51,131.61,23.01,14.86,4.77,2025-03-28 06:00:00
4.0,447.27,3.89,0.59,3.21,140.19,9.1,5.36,1.64,2025-03-28 07:00:00
4.0,417.23,3.39,0.5,2.78,143.05,8.44,5.16,1.42,2025-03-28 08:00:00
4.0,413.89,3.74,0.5,2.96,148.77,9.17,5.89,1.53,2025-03-28 09:00:00
4.0,417.23,4.12,0.5,3.3,151.63,9.96,6.64,1.65,2025-03-28 10:00:00
4.0,427.25,4.56,0.52,4.03,153.06,10.8,7.3,1.8,2025-03-28 11:00:00
4.0,447.27,5.0,0.5,5.65,150.2,11.55,7.86,1.97,2025-03-28 12:00:00
3.0,1001.36,16.72,1.61,41.81,101.57,29.32,19.73,4.53,2025-03-28 13:00:00
3.0,1895.9,34.45,0.63,95.96,30.4,67.15,45.82,8.11,2025-03-28 14:00:00
5.0,2777.1,50.66,10.17,122.01,1.36,113.71,79.79,10.73,2025-03-28 15:00:00
5.0,3471.37,64.34,21.46,130.24,0.02,156.27,112.5,11.8,2025-03-28 16:00:00
5.0,4058.84,71.94,31.29,131.61,0.0,189.3,140.79,12.04,2025-03-28 17:00:00
5.0,4272.46,74.98,36.21,131.61,0.0,195.48,151.4,11.32,2025-03-28 18:00:00
5.0,3845.21,73.97,26.6,128.87,0.01,163.84,130.56,9.3,2025-03-28 19:00:00
5.0,3097.53,71.94,11.96,122.01,0.21,129.61,103.21,6.74,2025-03-28 20:00:00
5.0,2483.37,70.93,3.02,106.93,2.19,110.1,85.79,4.95,2025-03-28 21:00:00
4.0,1976.01,74.98,0.3,85.0,10.37,95.74,71.78,4.17,2025-03-28 22:00:00
4.0,1575.47,81.06,0.02,63.75,22.89,85.24,60.38,4.17,2025-03-28 23:00:00
4.0,1361.85,96.26,0.01,48.67,32.54,78.88,53.32,4.71,2025-03-29 00:00:00
4.0,1361.85,105.38,0.02,44.55,31.11,76.67,50.53,5.36,2025-03-29 01:00:00
4.0,1762.39,93.22,3.02,52.78,16.63,84.86,56.28,6.2,2025-03-29 02:00:00
4.0,2510.07,76.0,23.47,54.15,19.31,98.39,67.77,7.09,2025-03-29 03:00:00
4.0,3017.43,55.73,30.85,60.32,36.48,103.76,74.65,7.33,2025-03-29 04:00:00
4.0,3017.43,36.48,20.56,61.69,76.53,95.42,70.62,6.85,2025-03-29 05:00:00
4.0,1869.2,20.27,6.37,31.87,141.62,57.98,41.5,4.89,2025-03-29 06:00:00
4.0,487.33,3.96,0.49,3.08,155.93,9.02,4.53,1.12,2025-03-29 07:00:00
4.0,367.16,2.63,0.37,2.27,154.5,5.45,2.64,0.83,2025-03-29 08:00:00
4.0,360.49,2.66,0.37,2.4,154.5,5.39,2.67,0.83,2025-03-29 09:00:00
4.0,360.49,2.82,0.37,2.59,154.5,5.62,2.82,0.85,2025-03-29 10:00:00
4.0,370.5,2.98,0.37,3.08,153.06,6.0,3.03,0.87,2025-03-29 11:00:00
4.0,387.19,3.07,0.34,4.2,151.63,6.29,3.17,0.92,2025-03-29 12:00:00
3.0,854.49,13.17,1.15,33.24,107.29,16.58,9.73,3.07,2025-03-29 13:00:00
3.0,1695.63,27.87,0.14,77.46,45.42,38.22,24.82,6.62,2025-03-29 14:00:00
3.0,2269.74,40.02,0.66,101.45,13.77,60.59,41.66,9.3,2025-03-29 15:00:00
4.0,2429.96,54.72,1.65,102.82,6.17,80.64,56.59,10.49,2025-03-29 16:00:00
4.0,2456.67,64.85,1.93,98.71,5.28,99.83,71.12,10.73,2025-03-29 17:00:00
5.0,2456.67,70.93,1.69,93.22,5.99,111.09,79.62,9.66,2025-03-29 18:00:00
5.0,2216.34,76.0,0.54,82.94,11.62,105.41,75.22,7.63,2025-03-29 19:00:00
4.0,1976.01,91.2,0.06,69.23,20.56,96.32,66.97,7.03,2025-03-29 20:00:00
4.0,1815.8,110.45,0.01,61.01,27.89,92.9,63.29,7.39,2025-03-29 21:00:00
4.0,1695.63,126.66,0.0,54.15,34.69,86.92,58.13,7.63,2025-03-29 22:00:00
4.0,1575.47,129.7,0.0,46.61,39.34,78.65,51.78,7.45,2025-03-29 23:00:00
3.0,1495.36,131.73,0.0,41.81,40.41,72.9,47.77,7.33,2025-03-30 00:00:00
4.0,1361.85,105.38,0.02,44.55,31.11,76.67,50.53,5.36,2025-04-04 01:00:00
4.0,1762.39,93.22,3.02,52.78,16.63,84.86,56.28,6.2,2025-04-04 02:00:00
