base_timestamp,target_timestamp,horizon,prediction
2025-08-02 23:00:00,2025-08-03 23:00:00,24h,141.05821569250034
2025-08-02 23:00:00,2025-08-04 23:00:00,48h,116.56551361083984
2025-08-02 23:00:00,2025-08-05 23:00:00,72h,112.79814147949219
