base_timestamp,target_timestamp,horizon,prediction
2025-08-05 19:00:00,2025-08-06 19:00:00,24h,137.6346751203286
2025-08-05 19:00:00,2025-08-07 19:00:00,48h,115.471435546875
2025-08-05 19:00:00,2025-08-08 19:00:00,72h,116.78671264648438
