aqi_category,co,coco,day,day_of_week,day_of_year,day_of_year_cos,day_of_year_sin,dew_point,hour,is_weekend,month,nh3,no,no2,o3,pm10,pm2_5,precipitation,pressure,relative_humidity,snow,so2,temperature,timestamp,tsun,week_cos,week_of_year,week_sin,wind_direction,wind_speed,wpgt
5,2296.45,5,4,1,63,0.467359217,0.88406751,8.1,0,0,3,20.52,4.36,67.86,0.67,135.52,107.63,0,1015,94,,3.87,9,3/4/2025 0:00,,0.354604887,10,0.935016243,0,0,
5,2136.23,5,4,1,63,0.467359217,0.88406751,7,1,0,3,13.81,3.07,63.06,1.39,119.84,101.55,0,1015,100,,3.76,7,3/4/2025 1:00,,0.354604887,10,0.935016243,219,6.5,
5,2189.64,5,4,1,63,0.467359217,0.88406751,7,2,0,3,12.92,8.72,60.32,0.45,123.58,103.96,0,1016,100,,4.35,7,3/4/2025 2:00,,0.354604887,10,0.935016243,225,6.5,
5,2616.88,5,4,1,63,0.467359217,0.88406751,9,3,0,3,13.17,26.82,56.89,3.8,135.86,111.99,0,1018.2,100,,5.07,9,3/4/2025 3:00,,0.354604887,10,0.935016243,180,3.6,
5,3150.94,5,4,1,63,0.467359217,0.88406751,6.9,4,0,3,14.31,44.26,55.52,15.2,150.38,122.99,0,1017,76,,5.72,11,3/4/2025 4:00,,0.354604887,10,0.935016243,203,5,
5,3685,5,4,1,63,0.467359217,0.88406751,4.9,5,0,3,23.81,45.6,71.29,33.26,168.45,137.25,0,1019,51,,6.74,15,3/4/2025 5:00,,0.354604887,10,0.935016243,130,7,
5,3845.21,5,4,1,63,0.467359217,0.88406751,5.6,6,0,3,28.88,31.74,87.05,75.1,180.61,147.43,0,1019.1,50,,7.63,16,3/4/2025 6:00,,0.354604887,10,0.935016243,310,3.6,
4,1188.28,5,4,1,63,0.467359217,0.88406751,0.2,7,0,3,9.12,3.63,18.85,150.2,45.05,33.52,0,1019,30,,3.73,18,3/4/2025 7:00,,0.354604887,10,0.935016243,50,11,
4,627.52,1,4,1,63,0.467359217,0.88406751,-5.2,8,0,3,5.32,1.08,6.17,155.93,17.17,11.31,0,1019,19,,2.32,19,3/4/2025 8:00,,0.354604887,10,0.935016243,130,15,
4,487.33,1,4,1,63,0.467359217,0.88406751,-2.4,9,0,3,4.43,0.8,4.63,148.77,10.19,6.17,0,1017.1,22,,2,20,3/4/2025 9:00,,0.354604887,10,0.935016243,310,3.6,
4,480.65,1,4,1,63,0.467359217,0.88406751,0.2,10,0,3,5.32,1.05,6.34,143.05,10.21,6.31,0,1018,25,,2.5,21,3/4/2025 10:00,,0.354604887,10,0.935016243,230,15,
4,587.46,1,4,1,63,0.467359217,0.88406751,-2.2,11,0,3,8.36,1.61,11.65,140.19,15.58,10.31,0,1018,21,,3.81,21,3/4/2025 11:00,,0.354604887,10,0.935016243,230,15,
3,660.9,1,4,1,63,0.467359217,0.88406751,5,12,0,3,9.88,1.56,17.65,131.61,18.15,12.3,0,1017.4,33,,4.17,22,3/4/2025 12:00,,0.354604887,10,0.935016243,230,11.2,
2,1094.82,1,4,1,63,0.467359217,0.88406751,7.6,13,0,3,22.8,1.16,47.98,86.55,31.94,21.37,0,1017.3,66,,5.6,13.8,3/4/2025 13:00,,0.354604887,10,0.935016243,312,4.7,
3,1842.5,1,4,1,63,0.467359217,0.88406751,-0.8,14,0,3,51.68,0.33,94.59,30.04,66.66,45.33,0,1018,28,,10.13,18,3/4/2025 14:00,,0.354604887,10,0.935016243,230,15,
5,2696.99,5,4,1,63,0.467359217,0.88406751,9.1,15,0,3,89.17,6.2,127.49,2.91,110.31,79.12,0,1020.2,77,,15.97,13,3/4/2025 15:00,,0.354604887,10,0.935016243,230,3.6,
5,3124.24,5,4,1,63,0.467359217,0.88406751,4.9,16,0,3,125.65,9.83,134.35,0.7,146.24,108.2,0,1020,58,,20.74,13,3/4/2025 16:00,,0.354604887,10,0.935016243,314,3.2,
5,3391.27,5,4,1,63,0.467359217,0.88406751,4.9,17,0,3,154.02,11.85,135.72,0.37,177.36,132.7,0,1020,58,,23.6,13,3/4/2025 17:00,,0.354604887,10,0.935016243,307,4,
5,3631.59,5,4,1,63,0.467359217,0.88406751,4.4,18,0,3,174.28,16.76,138.46,0.1,198.97,149.11,0,1012.5,73,,25.27,9,3/4/2025 18:00,,0.354604887,10,0.935016243,0,0,
5,3578.19,5,4,1,63,0.467359217,0.88406751,6.9,19,0,3,182.39,17.21,135.72,0.12,194.82,146.22,0,1020,76,,23.6,11,3/4/2025 19:00,,0.354604887,10,0.935016243,251,5,
5,3177.64,5,4,1,63,0.467359217,0.88406751,6.9,20,0,3,178.34,10.51,123.38,0.51,170.69,127.5,0,1020,76,,20.27,11,3/4/2025 20:00,,0.354604887,10,0.935016243,267,5,
5,2590.18,5,4,1,63,0.467359217,0.88406751,2.8,21,0,3,164.15,2.85,102.82,3.76,138.01,102.09,0,1020,72,,16.21,7.5,3/4/2025 21:00,,0.354604887,10,0.935016243,0,0,
4,1949.31,5,4,1,63,0.467359217,0.88406751,6.9,22,0,3,116.53,0.23,71.29,15.74,98.55,71.42,0,1020,76,,10.13,11,3/4/2025 22:00,,0.354604887,10,0.935016243,276,5.4,
4,1535.42,5,4,1,63,0.467359217,0.88406751,6.9,23,0,3,104.37,0.02,47.3,31.11,73.44,51.87,0,1020,76,,8.11,11,3/4/2025 23:00,,0.354604887,10,0.935016243,230,7,
3,1361.85,5,5,2,64,0.452072204,0.891981346,4.7,0,0,3,103.35,0.01,37.36,40.05,64.14,44.47,0,1012.5,85,,7.87,7,3/5/2025 0:00,,0.354604887,10,0.935016243,0,0,
5,2136.23,3,7,4,66,0.421100871,0.907013813,7.1,1,0,3,151.99,0.19,62.38,17.7,110.57,81.17,0,1013,72,,12.4,12,3/7/2025 1:00,,0.354604887,10,0.935016243,130,7,
5,2563.48,3,7,4,66,0.421100871,0.907013813,7.1,2,0,3,162.12,7.1,78.14,3.31,128.03,93.63,0,1013,72,,15.5,12,3/7/2025 2:00,,0.354604887,10,0.935016243,130,7,
5,3578.19,3,7,4,66,0.421100871,0.907013813,9.1,3,0,3,170.23,44.26,83.63,6.97,157.01,115.91,0,1014.4,88,,20.03,11,3/7/2025 3:00,,0.354604887,10,0.935016243,0,0,
5,4539.49,5,7,4,66,0.421100871,0.907013813,5.9,4,0,3,182.39,77.78,95.96,17.7,196.88,148.68,0,1014,45,,24.8,18,3/7/2025 4:00,,0.354604887,10,0.935016243,200,4.3,
5,5233.76,5,7,4,66,0.421100871,0.907013813,3.2,5,0,3,190.5,79.57,128.87,36.12,243.47,188.28,0,1014,33,,28.13,20,3/7/2025 5:00,,0.354604887,10,0.935016243,235,2.5,
5,5393.98,5,7,4,66,0.421100871,0.907013813,6.2,6,0,3,160.1,52.3,159.03,81.54,282.76,226.7,0,1014.2,36,,26.46,22,3/7/2025 6:00,,0.354604887,10,0.935016243,360,3.6,
5,1949.31,5,7,4,66,0.421100871,0.907013813,4.9,7,0,3,37.49,6.98,43.53,173.09,118.01,94.48,0,1013,29,,14.66,24,3/7/2025 7:00,,0.354604887,10,0.935016243,130,11,
5,1562.12,5,7,4,66,0.421100871,0.907013813,1.8,8,0,3,23.81,3.07,25.02,217.44,108.95,88.22,0,1013,22,,11.44,25,3/7/2025 8:00,,0.354604887,10,0.935016243,130,7,
5,1401.9,5,7,4,66,0.421100871,0.907013813,7.1,9,0,3,17.99,1.68,17.14,246.05,107.02,87.92,0,1011.3,30,,9.89,26,3/7/2025 9:00,,0.354604887,10,0.935016243,360,3.6,
5,1628.88,5,7,4,66,0.421100871,0.907013813,2.8,10,0,3,21.79,2.57,29.47,237.46,122.71,100.81,0,1010,21,,10.01,27,3/7/2025 10:00,,0.354604887,10,0.935016243,130,7,
5,2269.74,5,7,4,66,0.421100871,0.907013813,5.3,11,0,3,30.4,4.47,58.95,208.85,163.24,134.82,0,1009,25,,11.21,27,3/7/2025 11:00,,0.354604887,10,0.935016243,130,7,
5,2964.02,5,7,4,66,0.421100871,0.907013813,10.6,12,0,3,42.05,5.03,100.08,161.65,197.61,163.25,0,1008.7,37,,12.87,26.5,3/7/2025 12:00,,0.354604887,10,0.935016243,130,3.6,
5,3578.19,5,7,4,66,0.421100871,0.907013813,7.1,13,0,3,60.8,1.62,141.2,104.43,225.92,184.82,0,1009,36,,15.5,23,3/7/2025 13:00,,0.354604887,10,0.935016243,130,7,
5,4112.24,5,7,4,66,0.421100871,0.907013813,6.9,14,0,3,73.97,0.02,165.88,46.49,263.5,213.55,0,1010,40,,16.93,21,3/7/2025 14:00,,0.354604887,10,0.935016243,310,3.6,
5,4699.71,5,7,4,66,0.421100871,0.907013813,11.1,15,0,3,84.1,0.87,180.96,13.77,301.03,243.1,0,1010.4,66,,17.4,17.5,3/7/2025 15:00,,0.354604887,10,0.935016243,90,3.6,
5,4859.92,5,7,4,66,0.421100871,0.907013813,10.1,16,0,3,96.26,2.24,175.48,5.54,327.21,262.65,0,1011,60,,16.69,18,3/7/2025 16:00,,0.354604887,10,0.935016243,8,6.5,
5,4966.74,5,7,4,66,0.421100871,0.907013813,7.9,17,0,3,102.34,3.97,169.99,2.75,355.9,284.3,0,1012,55,,15.5,17,3/7/2025 17:00,,0.354604887,10,0.935016243,44,5.8,
5,5180.36,5,7,4,66,0.421100871,0.907013813,11.2,18,0,3,97.27,7.71,169.99,0.76,386.67,308.89,0,1012.9,78,,13.71,15,3/7/2025 18:00,,0.354604887,10,0.935016243,0,0,
5,5126.95,5,7,4,66,0.421100871,0.907013813,7.9,19,0,3,116.53,7.6,168.62,0.76,384.07,309.09,0,1012,55,,14.9,17,3/7/2025 19:00,,0.354604887,10,0.935016243,153,5.4,
5,4646.3,5,7,4,66,0.421100871,0.907013813,7.9,20,0,3,143.89,2.74,159.03,2.79,348.48,281.53,0,1012,55,,16.21,17,3/7/2025 20:00,,0.354604887,10,0.935016243,142,7.6,
5,4005.43,5,7,4,66,0.421100871,0.907013813,10.2,21,0,3,156.04,0.38,137.09,8.31,303.02,244.57,0,1013.1,83,,15.74,13,3/7/2025 21:00,,0.354604887,10,0.935016243,130,3.6,
5,3417.97,5,7,4,66,0.421100871,0.907013813,8,22,0,3,151.99,0.08,112.41,13.41,260.06,210.16,0,1011,63,,13.83,15,3/7/2025 22:00,,0.354604887,10,0.935016243,180,7,
5,2910.61,5,7,4,66,0.421100871,0.907013813,3.2,23,0,3,139.83,0.04,91.85,16.45,226,182.16,0,1012,45,,11.68,15,3/7/2025 23:00,,0.354604887,10,0.935016243,230,11,
5,2483.37,5,8,5,67,0.405425728,0.914127988,6.8,0,1,3,135.78,0.06,76.77,17.17,199.93,159.99,0,1011.4,66,,10.25,13,3/8/2025 0:00,,0.354604887,10,0.935016243,130,3.6,
5,2750.4,5,8,5,67,0.405425728,0.914127988,1,1,1,3,143.89,0.13,86.37,15.56,226.95,182.59,0,1012,41,,11.21,14,3/8/2025 1:00,,0.354604887,10,0.935016243,230,11,
5,2803.8,5,8,5,67,0.405425728,0.914127988,1.2,2,1,3,129.7,0.2,89.11,21.28,233.61,188.25,0,1012,39,,11.92,15,3/8/2025 2:00,,0.354604887,10,0.935016243,230,11,
5,2964.02,5,8,5,67,0.405425728,0.914127988,4.3,3,1,3,103.35,9.72,89.11,23.6,214.35,170.45,0,1012.2,43,,12.28,17,3/8/2025 3:00,,0.354604887,10,0.935016243,90,3.6,
5,3284.45,1,8,5,67,0.405425728,0.914127988,4.1,4,1,3,81.06,28.16,81.57,35.05,200.14,156.58,0,1013,35,,12.16,20,3/8/2025 4:00,,0.354604887,10,0.935016243,230,11,
5,3284.45,1,8,5,67,0.405425728,0.914127988,3.2,5,1,3,55.73,25.93,79.51,62.23,170.66,131.53,0,1013,33,,11.09,20,3/8/2025 5:00,,0.354604887,10,0.935016243,230,11,
5,2536.77,1,8,5,67,0.405425728,0.914127988,7.1,6,1,3,32.93,12.29,57.58,115.87,111.49,84.11,0,1010.9,30,,8.23,26,3/8/2025 6:00,,0.354604887,10,0.935016243,130,3.6,
4,680.92,1,8,5,67,0.405425728,0.914127988,2.8,7,1,3,6.27,0.98,6.43,145.91,16.6,9.39,0,1011,21,,1.89,27,3/8/2025 7:00,,0.354604887,10,0.935016243,230,19,
3,433.92,1,8,5,67,0.405425728,0.914127988,0.7,8,1,3,3.13,0.48,3,137.33,7.91,4.23,0,1010,17,,1.12,28,3/8/2025 8:00,,0.354604887,10,0.935016243,230,22,
3,410.56,1,8,5,67,0.405425728,0.914127988,2.9,9,1,3,2.82,0.44,2.87,137.33,6.69,3.62,0,1008.9,20,,0.98,28,3/8/2025 9:00,,0.354604887,10,0.935016243,310,7.6,
3,433.92,1,8,5,67,0.405425728,0.914127988,-4.4,10,1,3,3.74,0.63,4.46,138.76,7.2,4.06,0,1008,11,,1.36,29,3/8/2025 10:00,,0.354604887,10,0.935016243,310,22,
3,514.03,3,8,5,67,0.405425728,0.914127988,-3.3,11,1,3,6.08,0.98,8.83,134.47,9.31,5.4,0,1007,12,,2.12,29,3/8/2025 11:00,,0.354604887,10,0.935016243,310,22,
3,634.19,2,8,5,67,0.405425728,0.914127988,3.8,12,1,3,8.99,0.91,16.79,123.02,11.92,6.91,0,1006.6,20,,2.98,29,3/8/2025 12:00,,0.354604887,10,0.935016243,310,11.2,
2,1161.58,3,8,5,67,0.405425728,0.914127988,-3.8,13,1,3,22.29,0.47,45.24,80.11,27.29,15.93,0,1007,13,,5.19,27,3/8/2025 13:00,,0.354604887,10,0.935016243,310,19,
3,1949.31,3,8,5,67,0.405425728,0.914127988,-1.8,14,1,3,40.53,0.21,85,27.54,58.02,35.66,0,1008,18,,8.34,24,3/8/2025 14:00,,0.354604887,10,0.935016243,180,15,
4,2563.48,3,8,5,67,0.405425728,0.914127988,8.6,15,1,3,56.24,3.91,106.93,3.35,92.04,60.33,0,1009.3,48,,10.85,20,3/8/2025 15:00,,0.354604887,10,0.935016243,0,0,
5,2750.4,3,8,5,67,0.405425728,0.914127988,3.2,16,1,3,71.94,5.25,106.93,1.56,121.29,81.93,0,1009,31,,11.56,21,3/8/2025 16:00,,0.354604887,10,0.935016243,230,11,
5,2910.61,3,8,5,67,0.405425728,0.914127988,1.9,17,1,3,81.06,5.87,106.93,1.1,144.67,99.23,0,1010,30,,11.21,20,3/8/2025 17:00,,0.354604887,10,0.935016243,230,11,
5,3097.53,1,8,5,67,0.405425728,0.914127988,10.3,18,1,3,85.12,9.61,108.3,0.3,160.57,112.19,0,1011.8,69,,10.13,16,3/8/2025 18:00,,0.354604887,10,0.935016243,0,0,
5,3044.13,5,8,5,67,0.405425728,0.914127988,4.2,19,1,3,97.27,10.73,108.3,0.23,155.95,110.13,0,1010,40,,10.01,18,3/8/2025 19:00,,0.354604887,10,0.935016243,323,2.9,
5,2830.51,5,8,5,67,0.405425728,0.914127988,5.9,20,1,3,118.55,7.82,105.56,0.42,145.8,102.55,0,1010,48,,10.73,17,3/8/2025 20:00,,0.354604887,10,0.935016243,360,7,
5,2696.99,5,8,5,67,0.405425728,0.914127988,9.1,21,1,3,137.81,5.31,102.82,0.64,141.32,99.26,0,1013.1,77,,11.21,13,3/8/2025 21:00,,0.354604887,10,0.935016243,130,3.6,
5,2563.48,5,8,5,67,0.405425728,0.914127988,5,22,1,3,149.97,3.58,100.08,1.24,133.28,93.4,0,1011,48,,11.44,16,3/8/2025 22:00,,0.354604887,10,0.935016243,244,2.2,
5,2243.04,5,8,5,67,0.405425728,0.914127988,5.1,23,1,3,151.99,1.03,86.37,5.23,115.84,80.3,0,1011,55,,10.61,14,3/8/2025 23:00,,0.354604887,10,0.935016243,242,4.7,
4,1815.8,5,9,6,68,0.38963045,0.920971288,7.9,0,1,3,147.94,0.14,63.75,14.48,96.61,66.22,0,1012.6,81,,9.06,11,3/9/2025 0:00,,0.354604887,10,0.935016243,0,0,
4,1588.82,1,9,6,68,0.38963045,0.920971288,6.1,1,1,3,126.66,0.1,50.72,18.6,87.01,58.95,0,1012,59,,7.33,14,3/9/2025 1:00,,0.354604887,10,0.935016243,230,7,
4,1815.8,3,9,6,68,0.38963045,0.920971288,6.1,2,1,3,131.73,2.46,60.32,7.06,96.73,65.99,0,1012,59,,9.3,14,3/9/2025 2:00,,0.354604887,10,0.935016243,230,7,
5,2456.67,2,9,6,68,0.38963045,0.920971288,9.1,3,1,3,143.89,24.14,66.49,6.08,118.71,83.03,0,1015.3,77,,12.87,13,3/9/2025 3:00,,0.354604887,10,0.935016243,0,0,
5,2937.32,2,9,6,68,0.38963045,0.920971288,5.1,4,1,3,151.99,42.02,70.6,16.81,142.58,102,0,1015,40,,16.21,19,3/9/2025 4:00,,0.354604887,10,0.935016243,230,7,
5,3017.43,3,9,6,68,0.38963045,0.920971288,5,5,1,3,141.86,36.21,78.83,38.27,160.11,118.43,0,1016,33,,17.17,22,3/9/2025 5:00,,0.354604887,10,0.935016243,230,7,
5,2910.61,3,9,6,68,0.38963045,0.920971288,9.4,6,1,3,108.42,20.79,82.25,87.26,177.61,137.79,0,1015.5,46,,16.45,21.5,3/9/2025 6:00,,0.354604887,10,0.935016243,50,7.6,
5,1401.9,3,9,6,68,0.38963045,0.920971288,5,7,1,3,43.57,1.82,24.33,174.52,141.36,119.35,0,1015,31,,12.76,23,3/9/2025 7:00,,0.354604887,10,0.935016243,50,7,
5,1241.68,3,9,6,68,0.38963045,0.920971288,7.2,8,1,3,37.49,0.68,16.96,191.69,145.03,123.71,0,1014,34,,10.85,24,3/9/2025 8:00,,0.354604887,10,0.935016243,50,7,
5,1268.39,5,9,6,68,0.38963045,0.920971288,10.8,9,1,3,38.5,0.26,13.37,217.44,163.75,140.56,0,1014.5,41,,10.13,25,3/9/2025 9:00,,0.354604887,10,0.935016243,50,3.6,
5,1308.44,5,9,6,68,0.38963045,0.920971288,7.2,10,1,3,39.52,0.13,13.02,220.3,175.87,149.9,0,1013,34,,9.78,24,3/9/2025 10:00,,0.354604887,10,0.935016243,50,7,
5,1335.14,3,9,6,68,0.38963045,0.920971288,1.8,11,1,3,39.01,0.13,17.65,203.13,180.81,152.74,0,1013,22,,10.25,25,3/9/2025 11:00,,0.354604887,10,0.935016243,130,7,
5,1321.79,5,9,6,68,0.38963045,0.920971288,6.1,12,1,3,36.98,0.09,23.31,185.97,170.38,142.66,0,1012,29,,10.85,25.5,3/9/2025 12:00,,0.354604887,10,0.935016243,360,3.6,
5,1375.2,5,9,6,68,0.38963045,0.920971288,7.1,13,1,3,35.46,0.02,33.93,157.36,156.8,129.9,0,1014,36,,10.97,23,3/9/2025 13:00,,0.354604887,10,0.935016243,24,10.1,
5,1602.17,5,9,6,68,0.38963045,0.920971288,7,14,1,3,38.5,0,49.35,115.87,152.96,123.84,0,1015,38,,10.73,22,3/9/2025 14:00,,0.354604887,10,0.935016243,4,7.6,
5,1869.2,3,9,6,68,0.38963045,0.920971288,15.6,15,1,3,41.54,0,63.75,81.54,150.3,118.26,0,1013.5,63,,10.97,23,3/9/2025 15:00,,0.354604887,10,0.935016243,360,3.6,
5,2216.34,3,9,6,68,0.38963045,0.920971288,8.9,16,1,3,46.61,0,79.51,51.5,157.99,122.58,0,1016,46,,11.21,21,3/9/2025 16:00,,0.354604887,10,0.935016243,23,3.6,
5,2670.29,3,9,6,68,0.38963045,0.920971288,9,17,1,3,53.2,0.06,97.33,25.03,178.67,138.94,0,1016,49,,11.09,20,3/9/2025 17:00,,0.354604887,10,0.935016243,169,5,
5,3017.43,3,9,6,68,0.38963045,0.920971288,13.1,18,1,3,58.77,1.09,108.3,7.78,195.01,154.12,0,1016.2,71,,10.49,18.5,3/9/2025 18:00,,0.354604887,10,0.935016243,230,3.6,
5,3070.83,3,9,6,68,0.38963045,0.920971288,9,19,1,3,63.33,1.65,106.93,3.98,200.37,162.16,0,1017,49,,9.66,20,3/9/2025 19:00,,0.354604887,10,0.935016243,317,10.1,
5,2883.91,3,9,6,68,0.38963045,0.920971288,9,20,1,3,62.82,0.65,98.71,6.88,190.95,157.28,0,1018,49,,8.7,20,3/9/2025 20:00,,0.354604887,10,0.935016243,270,15,
5,2483.37,7,9,6,68,0.38963045,0.920971288,12.7,21,1,3,58.26,0.07,81.57,15.38,169.46,140.57,0.2,1017.5,71,,7.75,18,3/9/2025 21:00,,0.354604887,10,0.935016243,360,3.6,
5,1735.69,9,9,6,68,0.38963045,0.920971288,9,22,1,3,43.06,0,51.41,39.34,119.38,100.21,1.4,1018,49,,5.84,20,3/9/2025 22:00,,0.354604887,10,0.935016243,310,15,
4,1054.76,8,9,6,68,0.38963045,0.920971288,9.1,23,1,3,29.13,0,25.02,70.81,71.42,60.79,0.4,1018,56,,4.11,18,3/9/2025 23:00,,0.354604887,10,0.935016243,310,15,
3,667.57,3,10,0,69,0.373719715,0.927541684,11.1,0,0,3,21.03,0,11.65,94.41,43.92,37.88,0,1018.5,62,,3.55,18.5,3/10/2025 0:00,,0.239315664,11,0.970941817,230,7.6,
3,520.71,7,10,0,69,0.373719715,0.927541684,8.9,1,0,3,15.2,0,7.63,104.43,31.52,27.19,0.2,1020,59,,3.76,17,3/10/2025 1:00,,0.239315664,11,0.970941817,360,15,
3,567.44,3,10,0,69,0.373719715,0.927541684,11,2,0,3,13.17,0,11.14,101.57,29.74,25.02,0,1021,68,,4.23,17,3/10/2025 2:00,,0.239315664,11,0.970941817,310,15,
3,627.52,3,10,0,69,0.373719715,0.927541684,13.5,3,0,3,10.39,0.01,15.08,103,26.83,22.27,0,1021.3,80,,4.29,17,3/10/2025 3:00,,0.239315664,11,0.970941817,360,5.4,
3,520.71,5,10,0,69,0.373719715,0.927541684,12.9,4,0,3,6.78,0.07,10.37,125.89,21.08,18.15,0,1022,77,,2.8,17,3/10/2025 4:00,,0.239315664,11,0.970941817,230,7,
3,507.35,5,10,0,69,0.373719715,0.927541684,12,5,0,3,6.65,0.2,8.48,134.47,23.73,20.87,0,1023,77,,2.77,16,3/10/2025 5:00,,0.239315664,11,0.970941817,310,22,
4,500.68,5,10,0,69,0.373719715,0.927541684,11.5,6,0,3,7.22,0.33,7.28,140.19,25.57,22.69,0,1023.6,70,,2.86,17,3/10/2025 6:00,,0.239315664,11,0.970941817,270,7.6,
4,494,5,10,0,69,0.373719715,0.927541684,10.1,7,0,3,7.16,0.3,6.34,144.48,26.28,23.76,0,1023,60,,2.86,18,3/10/2025 7:00,,0.239315664,11,0.970941817,310,19,
4,500.68,3,10,0,69,0.373719715,0.927541684,10.1,8,0,3,7.22,0.23,6.51,145.91,27.05,24.74,0,1023,60,,2.83,18,3/10/2025 8:00,,0.239315664,11,0.970941817,310,19,
4,507.35,3,10,0,69,0.373719715,0.927541684,13.7,9,0,3,7.41,0.17,7.28,143.05,25.67,23.29,0,1022.4,76,,2.83,18,3/10/2025 9:00,,0.239315664,11,0.970941817,230,7.6,
3,527.38,3,10,0,69,0.373719715,0.927541684,11,10,0,3,7.92,0.16,8.57,138.76,25.1,22.25,0,1022,68,,2.89,17,3/10/2025 10:00,,0.239315664,11,0.970941817,270,7,
3,547.41,3,10,0,69,0.373719715,0.927541684,11,11,0,3,8.36,0.18,10.02,134.47,25.27,22.14,0,1022,68,,3.01,17,3/10/2025 11:00,,0.239315664,11,0.970941817,270,7,
3,560.76,3,10,0,69,0.373719715,0.927541684,11.1,12,0,3,8.11,0.13,11.31,131.61,25.01,21.99,0,1020.8,62,,2.95,18.5,3/10/2025 12:00,,0.239315664,11,0.970941817,310,3.6,
3,660.9,18,10,0,69,0.373719715,0.927541684,8.9,13,0,3,9.5,0.03,17.65,120.16,27.69,23.98,2,1021,59,,3.55,17,3/10/2025 13:00,,0.239315664,11,0.970941817,360,7,
3,894.55,8,10,0,69,0.373719715,0.927541684,10.1,14,0,3,13.05,0,29.13,100.14,37.09,30.7,0.7,1021,68,,4.89,16,3/10/2025 14:00,,0.239315664,11,0.970941817,227,6.8,
3,1201.63,17,10,0,69,0.373719715,0.927541684,12.8,15,0,3,13.05,0,41.47,82.97,51.41,42.13,0.1,1021.7,79,,6.2,16.5,3/10/2025 15:00,,0.239315664,11,0.970941817,0,0,
4,1628.88,17,10,0,69,0.373719715,0.927541684,10.1,16,0,3,15.58,0,56.89,61.51,73.39,60.26,0.1,1023,68,,7.09,16,3/10/2025 16:00,,0.239315664,11,0.970941817,230,7,
5,2189.64,3,10,0,69,0.373719715,0.927541684,10.1,17,0,3,17.99,0.04,77.46,32.9,103.31,85.27,0,1023,68,,7.33,16,3/10/2025 17:00,,0.239315664,11,0.970941817,230,7,
5,2723.69,3,10,0,69,0.373719715,0.927541684,12.8,18,0,3,18.49,0.92,95.96,11.62,126.1,106.26,0,1022.7,84,,6.85,15.5,3/10/2025 18:00,,0.239315664,11,0.970941817,0,0,
5,3044.13,3,10,0,69,0.373719715,0.927541684,11,19,0,3,22.29,3.32,105.56,2.57,136.76,117.1,0,1022,72,,6.08,16,3/10/2025 19:00,,0.239315664,11,0.970941817,230,7,
5,3124.24,3,10,0,69,0.373719715,0.927541684,11,20,0,3,32.93,4.08,106.93,1.05,140.49,120.05,0,1022,72,,6.02,16,3/10/2025 20:00,,0.239315664,11,0.970941817,230,7,
5,3017.43,3,10,0,69,0.373719715,0.927541684,13.7,21,0,3,48.13,3.13,101.45,1.18,141.05,118.91,0,1021.6,89,,6.56,15.5,3/10/2025 21:00,,0.239315664,11,0.970941817,0,0,
5,2750.4,3,10,0,69,0.373719715,0.927541684,11.8,22,0,3,67.89,2.18,91.85,1.88,137.09,112.93,0,1019.5,95,,7.51,12.6,3/10/2025 22:00,,0.239315664,11,0.970941817,236,5.8,
5,2349.85,3,10,0,69,0.373719715,0.927541684,11,23,0,3,84.1,0.85,78.83,5.54,127.1,101.96,0,1020,77,,8.11,15,3/10/2025 23:00,,0.239315664,11,0.970941817,230,7,
5,2002.72,3,11,1,70,0.357698239,0.933837229,13.2,0,0,3,92.21,0.27,65.8,11.62,116.39,91.74,0,1020.3,89,,8.58,15,3/11/2025 0:00,,0.239315664,11,0.970941817,0,0,
5,1895.9,2,11,1,70,0.357698239,0.933837229,12,1,0,3,95.25,0.42,59.63,11.62,112.46,87.23,0,1020,88,,9.06,14,3/11/2025 1:00,,0.239315664,11,0.970941817,50,7,
5,2216.34,3,11,1,70,0.357698239,0.933837229,12,2,0,3,82.08,6.82,63.06,2.1,122.99,93.37,0,1021,88,,9.54,14,3/11/2025 2:00,,0.239315664,11,0.970941817,235,5,
5,2910.61,3,11,1,70,0.357698239,0.933837229,12.8,3,0,3,54.21,30.85,63.06,4.78,137.7,104.35,0,1020.9,84,,9.3,15.5,3/11/2025 3:00,,0.239315664,11,0.970941817,130,7.6,
5,3364.56,3,11,1,70,0.357698239,0.933837229,11.1,4,0,3,38,46.04,62.38,15.91,145.47,112.12,0,1021,64,,8.23,18,3/11/2025 4:00,,0.239315664,11,0.970941817,130,11,
5,3578.19,5,11,1,70,0.357698239,0.933837229,10.1,5,0,3,37.49,41.13,76.09,37.55,159.38,125.91,0,1021,53,,8.82,20,3/11/2025 5:00,,0.239315664,11,0.970941817,130,7,
5,3524.78,5,11,1,70,0.357698239,0.933837229,11.4,6,0,3,32.93,23.92,85,92.98,174.99,142.8,0,1020.7,51,,10.49,22,3/11/2025 6:00,,0.239315664,11,0.970941817,230,3.6,
4,947.95,5,11,1,70,0.357698239,0.933837229,9,7,0,3,7.09,1.62,10.62,154.5,32.52,23.69,0,1020,41,,3.7,23,3/11/2025 7:00,,0.239315664,11,0.970941817,50,7,
4,707.63,1,11,1,70,0.357698239,0.933837229,9.2,8,0,3,5.32,0.6,4.58,158.79,25.68,16.74,0,1019,39,,2.53,24,3/11/2025 8:00,,0.239315664,11,0.970941817,310,15,
