aqi_category,co,coco,day,day_of_week,day_of_year,day_of_year_cos,day_of_year_sin,dew_point,hour,is_weekend,month,nh3,no,no2,o3,pm10,pm2_5,precipitation,pressure,relative_humidity,snow,so2,temperature,timestamp,tsun,week_cos,week_of_year,week_sin,wind_direction,wind_speed,wpgt
4,367.16,3,4,4,94,-0.047321388,0.998879716,8.9,8,0,4,2.63,0.37,2.27,154.5,5.45,2.64,0,1017,32,,0.83,27,4/4/2025 8:00,,-0.12053668,14,0.992708874,310,11,
4,360.49,3,4,4,94,-0.047321388,0.998879716,13.3,9,0,4,2.66,0.37,2.4,154.5,5.39,2.67,0,1014.5,36,,0.83,30,4/4/2025 9:00,,-0.12053668,14,0.992708874,360,3.6,
4,360.49,2,4,4,94,-0.047321388,0.998879716,7,10,0,4,2.82,0.37,2.59,154.5,5.62,2.82,0,1014,25,,0.85,29,4/4/2025 10:00,,-0.12053668,14,0.992708874,310,19,
4,370.5,2,4,4,94,-0.047321388,0.998879716,7,11,0,4,2.98,0.37,3.08,153.06,6,3.03,0,1013,25,,0.87,29,4/4/2025 11:00,,-0.12053668,14,0.992708874,310,19,
4,387.19,2,4,4,94,-0.047321388,0.998879716,11.4,12,0,4,3.07,0.34,4.2,151.63,6.29,3.17,0,1011.5,30,,0.92,31,4/4/2025 12:00,,-0.12053668,14,0.992708874,360,3.6,
3,854.49,1,4,4,94,-0.047321388,0.998879716,6.1,13,0,4,13.17,1.15,33.24,107.29,16.58,9.73,0,1013,25,,3.07,28,4/4/2025 13:00,,-0.12053668,14,0.992708874,310,11,
3,1695.63,2,4,4,94,-0.047321388,0.998879716,7.1,14,0,4,27.87,0.14,77.46,45.42,38.22,24.82,0,1013,32,,6.62,25,4/4/2025 14:00,,-0.12053668,14,0.992708874,180,11,
3,2269.74,2,4,4,94,-0.047321388,0.998879716,13.3,15,0,4,40.02,0.66,101.45,13.77,60.59,41.66,0,1012.8,58,,9.3,22,4/4/2025 15:00,,-0.12053668,14,0.992708874,270,3.6,
4,2429.96,3,4,4,94,-0.047321388,0.998879716,9,16,0,4,54.72,1.65,102.82,6.17,80.64,56.59,0,1014,41,,10.49,23,4/4/2025 16:00,,-0.12053668,14,0.992708874,180,11,
4,2456.67,2,4,4,94,-0.047321388,0.998879716,9,17,0,4,64.85,1.93,98.71,5.28,99.83,71.12,0,1014,41,,10.73,23,4/4/2025 17:00,,-0.12053668,14,0.992708874,180,11,
5,2456.67,1,4,4,94,-0.047321388,0.998879716,11.8,18,0,4,70.93,1.69,93.22,5.99,111.09,79.62,0,1014,63,,9.66,19,4/4/2025 18:00,,-0.12053668,14,0.992708874,130,3.6,
5,2216.34,2,4,4,94,-0.047321388,0.998879716,9,19,0,4,76,0.54,82.94,11.62,105.41,75.22,0,1014,41,,7.63,23,4/4/2025 19:00,,-0.12053668,14,0.992708874,180,11,
4,1976.01,2,4,4,94,-0.047321388,0.998879716,9,20,0,4,91.2,0.06,69.23,20.56,96.32,66.97,0,1014,41,,7.03,23,4/4/2025 20:00,,-0.12053668,14,0.992708874,180,11,
4,1815.8,3,4,4,94,-0.047321388,0.998879716,11.5,21,0,4,110.45,0.01,61.01,27.89,92.9,63.29,0,1014.1,70,,7.39,17,4/4/2025 21:00,,-0.12053668,14,0.992708874,130,3.6,
4,1695.63,1,4,4,94,-0.047321388,0.998879716,6.1,22,0,4,126.66,0,54.15,34.69,86.92,58.13,0,1013,43,,7.63,19,4/4/2025 22:00,,-0.12053668,14,0.992708874,180,11,
4,1575.47,1,4,4,94,-0.047321388,0.998879716,6.1,23,0,4,129.7,0,46.61,39.34,78.65,51.78,0,1012,43,,7.45,19,4/4/2025 23:00,,-0.12053668,14,0.992708874,180,11,
3,1495.36,5,5,5,95,-0.064508449,0.997917161,11.5,0,1,4,131.73,0,41.81,40.41,72.9,47.77,0,1012.2,70,,7.33,17,4/5/2025 0:00,,-0.12053668,14,0.992708874,0,0,
3,298.49,2,6,6,96,-0.081676395,0.996658902,13.1,1,1,4,44.23,0,4.71,55.2,65,24.9,0,1009,57,,0.84,22,4/6/2025 1:00,,-0.12053668,14,0.992708874,310,4.3,
3,315.88,2,6,6,96,-0.081676395,0.996658902,13,2,1,4,44.38,0.05,5.09,53.73,66.08,24.9,0,1009,64,,0.92,20,4/6/2025 2:00,,-0.12053668,14,0.992708874,180,11,
3,341.94,3,6,6,96,-0.081676395,0.996658902,16,3,1,4,44.56,0.53,5.53,56.58,68.14,25.28,0,1008.9,73,,1.09,21,4/6/2025 3:00,,-0.12053668,14,0.992708874,0,0,
3,343.8,2,6,6,96,-0.081676395,0.996658902,11.9,4,1,4,40.37,0.93,4.91,73.89,71.35,25.93,0,1010,37,,1.33,28,4/6/2025 4:00,,-0.12053668,14,0.992708874,130,7,
3,340.32,3,6,6,96,-0.081676395,0.996658902,12,5,1,4,37.44,0.75,3.72,90.77,74.16,28.04,0,1010,35,,1.38,29,4/6/2025 5:00,,-0.12053668,14,0.992708874,130,7,
3,321.82,1,6,6,96,-0.081676395,0.996658902,15.8,6,1,4,32.16,0.37,2.22,109.81,78.44,31.8,0,1007.5,40,,1.35,31,4/6/2025 6:00,,-0.12053668,14,0.992708874,230,3.6,
3,192.6,2,6,6,96,-0.081676395,0.996658902,12.2,7,1,4,8.05,0.09,0.58,123.3,62.38,23.2,0,1008,30,,1.26,32,4/6/2025 7:00,,-0.12053668,14,0.992708874,130,11,
3,166.72,3,6,6,96,-0.081676395,0.996658902,13.9,8,1,4,4.73,0.07,0.44,119.96,53.25,20.25,0,1008,30,,1.15,34,4/6/2025 8:00,,-0.12053668,14,0.992708874,360,11,
3,159.8,2,6,6,96,-0.081676395,0.996658902,15.7,9,1,4,4.26,0.07,0.44,118,51.14,19.71,0,1004.4,31,,1.11,35.5,4/6/2025 9:00,,-0.12053668,14,0.992708874,310,7.6,
3,157.37,3,6,6,96,-0.081676395,0.996658902,13.9,10,1,4,4.27,0.07,0.5,116.57,48.52,18.98,0,1006,30,,0.95,34,4/6/2025 10:00,,-0.12053668,14,0.992708874,360,11,
3,156.74,3,6,6,96,-0.081676395,0.996658902,13.9,11,1,4,4.98,0.08,0.64,115.1,47.04,18.53,0,1005,30,,0.9,34,4/6/2025 11:00,,-0.12053668,14,0.992708874,360,11,
3,159.2,3,6,6,96,-0.081676395,0.996658902,18.1,12,1,4,5.99,0.07,0.89,115.12,47.97,18.81,0,1002.6,37,,0.97,35,4/6/2025 12:00,,-0.12053668,14,0.992708874,310,3.6,
3,179.89,3,6,6,96,-0.081676395,0.996658902,7.7,13,1,4,10.84,0.06,2.23,107.26,50.35,19.85,0,1006,21,,1.08,33,4/6/2025 13:00,,-0.12053668,14,0.992708874,360,11,
3,213.19,3,6,6,96,-0.081676395,0.996658902,14.1,14,1,4,17.33,0.01,3.94,94.56,53.77,21.3,0,1007,38,,1.21,30,4/6/2025 14:00,,-0.12053668,14,0.992708874,270,15,
3,242.51,3,6,6,96,-0.081676395,0.996658902,19.3,15,1,4,22.09,0,4.91,84.81,57.71,22.73,0,1005.4,63,,1.29,27,4/6/2025 15:00,,-0.12053668,14,0.992708874,310,3.6,
3,258.33,3,6,6,96,-0.081676395,0.996658902,16.9,16,1,4,27.1,0,5.37,78.49,60.6,23.57,0,1008,54,,1.33,27,4/6/2025 16:00,,-0.12053668,14,0.992708874,270,11,
3,273.93,3,6,6,96,-0.081676395,0.996658902,16.9,17,1,4,32.81,0,5.79,76.21,63.63,24.49,0,1009,54,,1.43,27,4/6/2025 17:00,,-0.12053668,14,0.992708874,270,11,
3,286.36,3,6,6,96,-0.081676395,0.996658902,18.8,18,1,4,37.82,0,6.19,73.49,65.58,25.16,0,1008,75,,1.47,23.5,4/6/2025 18:00,,-0.12053668,14,0.992708874,0,0,
3,289.5,3,6,6,96,-0.081676395,0.996658902,17,19,1,4,42.17,0,6.34,70.1,66.26,25.5,0,1010,65,,1.42,24,4/6/2025 19:00,,-0.12053668,14,0.992708874,270,11,
3,290.51,3,6,6,96,-0.081676395,0.996658902,17,20,1,4,46.81,0,6.2,67.41,67.07,26.03,0,1010,65,,1.34,24,4/6/2025 20:00,,-0.12053668,14,0.992708874,270,11,
3,289.84,3,6,6,96,-0.081676395,0.996658902,18.3,21,1,4,51.21,0,5.82,64.9,67.59,26.53,0,1008,82,,1.26,21.5,4/6/2025 21:00,,-0.12053668,14,0.992708874,0,0,
3,285.33,3,6,6,96,-0.081676395,0.996658902,17,22,1,4,50.22,0,5.3,59.88,65.93,26.02,0,1009,65,,1.08,24,4/6/2025 22:00,,-0.12053668,14,0.992708874,270,11,
3,286.51,5,6,6,96,-0.081676395,0.996658902,14.1,23,1,4,52.24,0,5.04,56.5,65.39,25.9,0,1009,61,,1,22,4/6/2025 23:00,,-0.12053668,14,0.992708874,230,7,
3,291.41,5,7,0,97,-0.098820139,0.995105311,17.6,0,0,4,56.93,0,4.95,54.54,65.79,26.09,0,1008.1,86,,0.99,20,4/7/2025 0:00,,-0.239315664,15,0.970941817,0,0,
3,297.26,3,7,0,97,-0.098820139,0.995105311,12.9,1,0,4,60.67,0,4.99,52.81,66.58,26.24,0,1009,60,,1.01,21,4/7/2025 1:00,,-0.239315664,15,0.970941817,230,7,
3,316.83,3,7,0,97,-0.098820139,0.995105311,13.1,2,0,4,57.93,0.06,5.56,49.24,68.54,26.45,0,1010,57,,1.07,22,4/7/2025 2:00,,-0.239315664,15,0.970941817,180,11,
3,351.29,3,7,0,97,-0.098820139,0.995105311,16.8,3,0,4,51.66,0.75,5.99,47.98,71.66,27.11,0,1008.9,64,,1.16,24,4/7/2025 3:00,,-0.239315664,15,0.970941817,0,0,
3,361.63,3,7,0,97,-0.098820139,0.995105311,12.8,4,0,4,38.78,1.26,5.26,61.02,75.55,27.95,0,1011,37,,1.23,29,4/7/2025 4:00,,-0.239315664,15,0.970941817,230,11,
3,365.53,3,7,0,97,-0.098820139,0.995105311,12.8,5,0,4,33.94,0.94,4.2,80.01,80.09,31.58,0,1011,37,,1.28,29,4/7/2025 5:00,,-0.239315664,15,0.970941817,230,11,
3,349.99,3,7,0,97,-0.098820139,0.995105311,15.4,6,0,4,30.04,0.45,2.69,105.03,87.78,38.77,0,1009.2,38,,1.33,31.5,4/7/2025 6:00,,-0.239315664,15,0.970941817,0,0,
3,196.49,3,7,0,97,-0.098820139,0.995105311,12,7,0,4,9.12,0.1,0.72,119.81,81.62,30.42,0,1010,28,,1.88,33,4/7/2025 7:00,,-0.239315664,15,0.970941817,130,11,
3,171.9,3,7,0,97,-0.098820139,0.995105311,10.9,8,0,4,5.64,0.06,0.55,119.22,80.57,30.24,0,1010,22,,1.83,36,4/7/2025 8:00,,-0.239315664,15,0.970941817,230,11,
3,166.91,5,7,0,97,-0.098820139,0.995105311,18.5,9,0,4,5.13,0.05,0.55,118.48,81.24,30.72,0,1006.8,37,,1.77,35.5,4/7/2025 9:00,,-0.239315664,15,0.970941817,270,3.6,
3,167.58,5,7,0,97,-0.098820139,0.995105311,12.8,10,0,4,5.34,0.05,0.63,117.93,82.78,31.45,0,1008,25,,1.72,36,4/7/2025 10:00,,-0.239315664,15,0.970941817,50,15,
3,169.55,5,7,0,97,-0.098820139,0.995105311,12.8,11,0,4,5.91,0.06,0.78,115.55,83.19,31.84,0,1008,25,,1.66,36,4/7/2025 11:00,,-0.239315664,15,0.970941817,50,19,
3,173.09,5,7,0,97,-0.098820139,0.995105311,18.1,12,0,4,6.44,0.06,1.01,113.4,83.27,32.16,0,1005.9,36,,1.62,35.5,4/7/2025 12:00,,-0.239315664,15,0.970941817,0,0,
3,197.75,5,7,0,97,-0.098820139,0.995105311,14.1,13,0,4,10.64,0.06,2.55,103.34,82.57,32.77,0,1008,34,,1.63,32,4/7/2025 13:00,,-0.239315664,15,0.970941817,310,15,
3,239.54,5,7,0,97,-0.098820139,0.995105311,14.1,14,0,4,17.65,0,4.62,90.62,83.43,33.87,0,1009,38,,1.73,30,4/7/2025 14:00,,-0.239315664,15,0.970941817,310,11,
3,276.84,5,7,0,97,-0.098820139,0.995105311,20.5,15,0,4,25.29,0,5.95,83.14,86.02,35.09,0,1008.2,64,,1.91,28,4/7/2025 15:00,,-0.239315664,15,0.970941817,0,0,
3,300.3,1,7,0,97,-0.098820139,0.995105311,16.9,16,0,4,33.02,0,6.64,78.49,87.16,35.55,0,1010,54,,2.06,27,4/7/2025 16:00,,-0.239315664,15,0.970941817,230,11,
3,317.59,3,7,0,97,-0.098820139,0.995105311,16.9,17,0,4,38.57,0,6.88,74.77,88.68,36.04,0,1010,54,,2.11,27,4/7/2025 17:00,,-0.239315664,15,0.970941817,230,11,
3,326.33,3,7,0,97,-0.098820139,0.995105311,20,18,0,4,42.14,0,6.96,71.07,88.93,36.09,0,1009.7,76,,2.07,24.5,4/7/2025 18:00,,-0.239315664,15,0.970941817,0,0,
3,321.53,1,7,0,97,-0.098820139,0.995105311,16,19,0,4,43.48,0,6.67,66.34,86.62,35.36,0,1010,54,,1.88,26,4/7/2025 19:00,,-0.239315664,15,0.970941817,230,11,
3,315.39,3,7,0,97,-0.098820139,0.995105311,15,20,0,4,43.11,0,6.14,61.46,84.95,34.86,0,1010,54,,1.64,25,4/7/2025 20:00,,-0.239315664,15,0.970941817,230,11,
3,309.78,3,7,0,97,-0.098820139,0.995105311,19.6,21,0,4,41.75,0,5.59,57.14,83.17,34.39,0,1009.7,81,,1.39,23,4/7/2025 21:00,,-0.239315664,15,0.970941817,0,0,
3,304.62,2,7,0,97,-0.098820139,0.995105311,16,22,0,4,39.93,0,5.16,53.08,80.89,33.69,0,1010,61,,1.17,24,4/7/2025 22:00,,-0.239315664,15,0.970941817,310,7,
3,305.55,5,7,0,97,-0.098820139,0.995105311,14.9,23,0,4,38.72,0,4.99,49.59,80.31,33.3,0,1010,57,,1.01,24,4/7/2025 23:00,,-0.239315664,15,0.970941817,359,5.4,
3,310.87,5,8,1,98,-0.1159346,0.993256849,18.3,0,0,4,37.83,0,4.97,46.47,80.39,33.07,0,1009.7,82,,0.9,21.5,4/8/2025 0:00,,-0.239315664,15,0.970941817,0,0,
3,316.62,3,8,1,98,-0.1159346,0.993256849,15.3,1,0,4,37.14,0,5.06,43.49,80.1,32.48,0,1010.6,71,,0.85,20.8,4/8/2025 1:00,,-0.239315664,15,0.970941817,341,3.2,
3,334.55,3,8,1,98,-0.1159346,0.993256849,14.8,2,0,4,36.39,0.1,5.62,40.74,81.39,32.35,0,1011.3,63,,0.94,22.2,4/8/2025 2:00,,-0.239315664,15,0.970941817,282,6.5,
3,365.1,3,8,1,98,-0.1159346,0.993256849,18.4,3,0,4,35.07,0.79,5.97,41.39,84.37,32.86,0,1011.5,71,,1.1,24,4/8/2025 3:00,,-0.239315664,15,0.970941817,180,3.6,
3,368.96,3,8,1,98,-0.1159346,0.993256849,12.8,4,0,4,29.94,1.09,5.26,59.34,89.58,33.9,0,1014,37,,1.58,29,4/8/2025 4:00,,-0.239315664,15,0.970941817,230,11,
3,367.34,3,8,1,98,-0.1159346,0.993256849,12.8,5,0,4,26.94,0.82,4.15,80.19,93.98,37.69,0,1014,35,,1.91,30,4/8/2025 5:00,,-0.239315664,15,0.970941817,230,11,
4,350.17,3,8,1,98,-0.1159346,0.993256849,17.1,6,0,4,24.72,0.42,2.68,105.47,101.01,44.39,0,1012.1,41,,2.3,32,4/8/2025 6:00,,-0.239315664,15,0.970941817,270,3.6,
3,249.49,3,8,1,98,-0.1159346,0.993256849,14.1,7,0,4,9.98,0.12,1.09,134.53,98.02,45.89,0,1014,32,,4.91,33,4/8/2025 7:00,,-0.239315664,15,0.970941817,310,15,
3,225.51,3,8,1,98,-0.1159346,0.993256849,14.1,8,0,4,7.18,0.1,0.98,136.86,91.39,43.6,0,1013,32,,4.59,33,4/8/2025 8:00,,-0.239315664,15,0.970941817,310,19,
3,224.17,3,8,1,98,-0.1159346,0.993256849,20.1,9,0,4,6.85,0.09,1.16,138.01,82.6,40.25,0,1009.7,42,,4.23,35,4/8/2025 9:00,,-0.239315664,15,0.970941817,50,3.6,
3,234.39,3,8,1,98,-0.1159346,0.993256849,15.9,10,0,4,7.23,0.09,1.57,139.94,73.24,36.82,0,1010,38,,3.88,32,4/8/2025 10:00,,-0.239315664,15,0.970941817,310,19,
4,253.55,3,8,1,98,-0.1159346,0.993256849,18,11,0,4,8.17,0.08,2.22,141.57,64.65,34.32,0,1011,46,,3.61,31,4/8/2025 11:00,,-0.239315664,15,0.970941817,310,19,
4,267.28,3,8,1,98,-0.1159346,0.993256849,21.9,12,0,4,8.69,0.06,2.89,140.81,55.79,31.05,0,1008.3,62,,3.25,30,4/8/2025 12:00,,-0.239315664,15,0.970941817,360,3.6,
3,270.64,3,8,1,98,-0.1159346,0.993256849,14.4,13,0,4,9.32,0.03,3.3,135.24,47.05,26.7,0,1013.3,42,,2.86,28.6,4/8/2025 13:00,,-0.239315664,15,0.970941817,53,10.4,
3,272.41,3,8,1,98,-0.1159346,0.993256849,14.7,14,0,4,10.47,0,3.32,127.88,42.01,23.51,0,1014,46,,2.64,27.3,4/8/2025 14:00,,-0.239315664,15,0.970941817,62,5,
3,274.11,3,8,1,98,-0.1159346,0.993256849,10.9,15,0,4,11.57,0,3.1,121.73,40.29,22,0,1009.2,26,,2.58,33,4/8/2025 15:00,,-0.239315664,15,0.970941817,180,22.3,
3,282.82,3,8,1,98,-0.1159346,0.993256849,18.1,16,0,4,14.03,0,3.38,110.7,39.36,21.39,0,1012,52,,2.42,29,4/8/2025 16:00,,-0.239315664,15,0.970941817,230,44,
2,303.32,3,8,1,98,-0.1159346,0.993256849,14,17,0,4,17.36,0,3.92,99.76,40.33,21.8,0,1012,40,,2.22,29,4/8/2025 17:00,,-0.239315664,15,0.970941817,230,30,
2,318.76,1,8,1,98,-0.1159346,0.993256849,16.2,18,0,4,19.78,0,4.34,91.01,42.01,22.46,0,1009.9,46,,1.99,29,4/8/2025 18:00,,-0.239315664,15,0.970941817,130,3.6,
2,322.8,2,8,1,98,-0.1159346,0.993256849,14,19,0,4,21.83,0,4.53,82.51,42.89,22.86,0,1013,40,,1.66,29,4/8/2025 19:00,,-0.239315664,15,0.970941817,230,30,
2,324.19,3,8,1,98,-0.1159346,0.993256849,14.1,20,0,4,23.93,0,4.41,75.8,43.94,23.35,0,1014,48,,1.4,26,4/8/2025 20:00,,-0.239315664,15,0.970941817,130,30,
2,323.54,3,8,1,98,-0.1159346,0.993256849,14.9,21,0,4,25.66,0,4.12,70.42,45.13,23.7,0,1010.4,45,,1.21,28,4/8/2025 21:00,,-0.239315664,15,0.970941817,180,7.2,
2,319.86,3,8,1,98,-0.1159346,0.993256849,15.9,22,0,4,26.8,0,3.82,65.89,46.24,23.95,0,1014,57,,1.08,25,4/8/2025 22:00,,-0.239315664,15,0.970941817,130,26,
2,319.52,3,8,1,98,-0.1159346,0.993256849,15.5,23,0,4,27.67,0,3.64,62.07,47.55,24.35,0,1011.9,63,,0.99,22.9,4/8/2025 23:00,,-0.239315664,15,0.970941817,240,10.8,
2,322.01,3,9,2,99,-0.133014707,0.991114064,17.1,0,0,4,28.66,0,3.6,58.76,48.89,24.81,0,1011.9,74,,0.93,22,4/9/2025 0:00,,-0.239315664,15,0.970941817,0,0,
2,326.43,3,9,2,99,-0.133014707,0.991114064,16.5,1,0,4,29.25,0,3.68,55.65,49.99,24.98,0,1012.3,73,,0.91,21.6,4/9/2025 1:00,,-0.239315664,15,0.970941817,241,6.5,
3,340.18,3,9,2,99,-0.133014707,0.991114064,15.7,2,0,4,28.1,0.03,4.24,53.26,51.74,25.1,0,1012.8,64,,0.99,22.9,4/9/2025 2:00,,-0.239315664,15,0.970941817,288,7.2,
3,359.89,3,9,2,99,-0.133014707,0.991114064,16.2,3,0,4,26.88,0.32,4.9,54.28,53.81,25.29,0,1012.8,58,,1.13,25,4/9/2025 3:00,,-0.239315664,15,0.970941817,130,3.6,
3,330.57,3,9,2,99,-0.133014707,0.991114064,13.9,4,0,4,18.62,0.58,3.77,76.11,53.08,24.26,0,1012.8,41,,1.37,28.4,4/9/2025 4:00,,-0.239315664,15,0.970941817,285,4.7,
3,314.07,3,9,2,99,-0.133014707,0.991114064,13.8,5,0,4,16.24,0.45,2.78,92.17,53.47,24.78,0,1012.5,35,,1.4,31.1,4/9/2025 5:00,,-0.239315664,15,0.970941817,335,7.9,
3,296.07,3,9,2,99,-0.133014707,0.991114064,16.3,6,0,4,14.85,0.28,1.86,108.24,55.1,26.59,0,1012.9,39,,1.46,32,4/9/2025 6:00,,-0.239315664,15,0.970941817,0,0,
3,230.19,2,9,2,99,-0.133014707,0.991114064,11.6,7,0,4,7.89,0.09,0.81,124.39,50.79,25.09,0,1010.8,25,,1.35,34.5,4/9/2025 7:00,,-0.239315664,15,0.970941817,31,4.7,
3,210.59,3,9,2,99,-0.133014707,0.991114064,13.2,8,0,4,6.09,0.05,0.67,126.99,54.61,26.72,0,1013,32,,1.24,32,4/9/2025 8:00,,-0.239315664,15,0.970941817,180,11,
3,200.69,3,9,2,99,-0.133014707,0.991114064,17.9,9,0,4,5.55,0.04,0.69,125.77,57.48,27.35,0,1010.8,42,,1.19,32.5,4/9/2025 9:00,,-0.239315664,15,0.970941817,50,3.6,
3,201.12,3,9,2,99,-0.133014707,0.991114064,14,10,0,4,5.88,0.04,0.96,124.05,59.8,28.09,0,1010,40,,1.21,29,4/9/2025 10:00,,-0.239315664,15,0.970941817,310,22,
3,208.75,3,9,2,99,-0.133014707,0.991114064,14,11,0,4,7.15,0.07,1.5,120.07,61.55,28.79,0,1009,40,,1.27,29,4/9/2025 11:00,,-0.239315664,15,0.970941817,310,19,
3,219.33,3,9,2,99,-0.133014707,0.991114064,17.8,12,0,4,8.47,0.08,2.23,116.59,63.52,29.36,0,1008.5,54,,1.34,28,4/9/2025 12:00,,-0.239315664,15,0.970941817,180,3.6,
3,235.94,3,9,2,99,-0.133014707,0.991114064,14.9,13,0,4,10.45,0.06,3.32,111.98,65.23,29.89,0,1008,45,,1.42,28,4/9/2025 13:00,,-0.239315664,15,0.970941817,180,15,
3,254.7,3,9,2,99,-0.133014707,0.991114064,16,14,0,4,12.78,0,4.18,105.71,65.95,30.28,0,1009,48,,1.49,28,4/9/2025 14:00,,-0.239315664,15,0.970941817,180,19,
3,270.03,3,9,2,99,-0.133014707,0.991114064,16,15,0,4,14.87,0,4.44,100.85,65.66,30.45,0,1008.7,51,,1.53,27,4/9/2025 15:00,,-0.239315664,15,0.970941817,20,30,
3,278.89,3,9,2,99,-0.133014707,0.991114064,15,16,0,4,16.93,0,4.46,94.87,62.86,29.83,0,1009,48,,1.5,27,4/9/2025 16:00,,-0.239315664,15,0.970941817,50,26,
3,295.1,3,9,2,99,-0.133014707,0.991114064,16,17,0,4,19.69,0,4.71,88.74,61.46,29.7,0,1011,51,,1.51,27,4/9/2025 17:00,,-0.239315664,15,0.970941817,310,33,
3,311.4,3,9,2,99,-0.133014707,0.991114064,16.5,18,0,4,22.19,0,5.01,83.12,60.97,29.69,0,1009.5,67,,1.51,23,4/9/2025 18:00,,-0.239315664,15,0.970941817,230,7.6,
3,314.98,3,9,2,99,-0.133014707,0.991114064,11.1,19,0,4,23.81,0,5.02,78.06,59.94,29.37,0,1011,37,,1.46,27,4/9/2025 19:00,,-0.239315664,15,0.970941817,230,37,
3,313.27,3,9,2,99,-0.133014707,0.991114064,14.9,20,0,4,25.13,0,4.59,75.56,59.16,29.16,0,1009,57,,1.4,24,4/9/2025 20:00,,-0.239315664,15,0.970941817,230,44,
3,308.96,3,9,2,99,-0.133014707,0.991114064,14.9,21,0,4,26.19,0,3.99,75.28,58.63,28.85,0,1010.3,64,,1.38,22,4/9/2025 21:00,,-0.239315664,15,0.970941817,230,7.6,
3,303.19,2,9,2,99,-0.133014707,0.991114064,14.9,22,0,4,26.23,0,3.47,75.34,57.96,28.3,0,1009,57,,1.34,24,4/9/2025 22:00,,-0.239315664,15,0.970941817,230,44,
3,305.87,3,9,2,99,-0.133014707,0.991114064,14.9,23,0,4,26.85,0,3.36,72.84,57.92,28.22,0,1009,57,,1.26,24,4/9/2025 23:00,,-0.239315664,15,0.970941817,230,74,
3,311.83,3,10,3,100,-0.150055398,0.98867759,14.5,0,0,4,27.08,0,3.37,70.42,58.43,28.27,0,1008.3,59,,1.2,23,4/10/2025 0:00,,-0.239315664,15,0.970941817,230,3.6,
3,315.68,3,10,3,100,-0.150055398,0.98867759,13.9,1,0,4,26.28,0,3.44,68.88,58.85,27.97,0,1008,64,,1.23,21,4/10/2025 1:00,,-0.239315664,15,0.970941817,230,15,
3,325.37,5,10,3,100,-0.150055398,0.98867759,15.1,2,0,4,24.68,0.04,3.89,68.01,59.3,27.18,0,1008,65,,1.37,22,4/10/2025 2:00,,-0.239315664,15,0.970941817,230,15,
3,330.4,5,10,3,100,-0.150055398,0.98867759,16.8,3,0,4,22.38,0.34,3.93,72,60.03,26.48,0,1008.9,64,,1.57,24,4/10/2025 3:00,,-0.239315664,15,0.970941817,0,0,
3,302.73,5,10,3,100,-0.150055398,0.98867759,14,4,0,4,17.59,0.45,2.88,88.16,58.5,25.26,0,1009,45,,1.48,27,4/10/2025 4:00,,-0.239315664,15,0.970941817,130,7,
3,294.18,5,10,3,100,-0.150055398,0.98867759,14.9,5,0,4,16.14,0.36,2.13,101.81,60.44,26.94,0,1008,45,,1.51,28,4/10/2025 5:00,,-0.239315664,15,0.970941817,230,7,
3,283.95,5,10,3,100,-0.150055398,0.98867759,16.9,6,0,4,14.86,0.24,1.51,115.79,62.8,29.57,0,1007.8,43,,1.6,31,4/10/2025 6:00,,-0.239315664,15,0.970941817,130,3.6,
3,216.13,5,10,3,100,-0.150055398,0.98867759,15,7,0,4,7.4,0.08,0.64,126.36,58.25,26.43,0,1007,38,,1.64,31,4/10/2025 7:00,,-0.239315664,15,0.970941817,130,7,
3,193.01,3,10,3,100,-0.150055398,0.98867759,15,8,0,4,5.65,0.05,0.52,125.49,56.93,25.36,0,1006,38,,1.39,31,4/10/2025 8:00,,-0.239315664,15,0.970941817,50,7,
3,183.14,3,10,3,100,-0.150055398,0.98867759,16.8,9,0,4,5.16,0.04,0.54,123.69,54.4,23.87,0,1004.8,36,,1.24,34,4/10/2025 9:00,,-0.239315664,15,0.970941817,130,3.6,
3,176.99,3,10,3,100,-0.150055398,0.98867759,12.8,10,0,4,4.95,0.03,0.58,122.29,51.46,22.28,0,1004,35,,1.15,30,4/10/2025 10:00,,-0.239315664,15,0.970941817,180,22,
3,172.85,3,10,3,100,-0.150055398,0.98867759,12.8,11,0,4,4.92,0.04,0.64,120.68,48.79,21.02,0,1003,35,,1.07,30,4/10/2025 11:00,,-0.239315664,15,0.970941817,180,22,
3,170.25,3,10,3,100,-0.150055398,0.98867759,15.8,12,0,4,5.02,0.04,0.73,119.35,46.63,20.01,0,1001.8,40,,0.98,31,4/10/2025 12:00,,-0.239315664,15,0.970941817,230,3.6,
3,178.92,3,10,3,100,-0.150055398,0.98867759,14,13,0,4,6.36,0.04,1.11,117.55,46.26,20.1,0,1001,40,,0.98,29,4/10/2025 13:00,,-0.239315664,15,0.970941817,180,15,
3,197.82,3,10,3,100,-0.150055398,0.98867759,14,14,0,4,8.87,0,1.62,115.15,47.58,21.36,0,1002,45,,1.11,27,4/10/2025 14:00,,-0.239315664,15,0.970941817,230,11,
3,217.03,1,10,3,100,-0.150055398,0.98867759,17,15,0,4,11.24,0,1.88,113.33,49.1,22.89,0,1003,56,,1.3,26.5,4/10/2025 15:00,,-0.239315664,15,0.970941817,310,3.6,
3,232.22,2,10,3,100,-0.150055398,0.98867759,14.1,16,0,4,13.46,0,2.07,109.7,49.03,24.01,0,1002,48,,1.45,26,4/10/2025 16:00,,-0.239315664,15,0.970941817,230,19,
