timestamp,aqi_category,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,dew_point,relative_humidity,precipitation,snow,wind_direction,wind_speed,wpgt,pressure,tsun,coco,hour,day,month,day_of_week,is_weekend,day_of_year,day_of_year_sin,day_of_year_cos,week_of_year,week_sin,week_cos
2025-08-19 05:00:00,2,715.25,0.32,3.53,70.76,0.44,10.24,14.79,0.81,27.0,24.1,84.0,0.0,,50.0,4.0,,1008.0,,3.0,5,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 06:00:00,2,713.41,0.39,2.77,81.45,0.46,13.82,18.67,0.87,28.0,24.0,79.0,0.0,,130.0,4.0,,1008.0,,3.0,6,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 07:00:00,2,694.55,0.3,1.87,96.55,0.46,19.56,24.76,0.94,30.0,23.9,70.0,0.0,,50.0,4.0,,1008.0,,3.0,7,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 08:00:00,3,655.01,0.22,1.66,102.9,0.45,21.92,27.33,0.99,28.9,23.1,71.0,0.0,,141.0,4.3,,1005.3,,1.0,8,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 09:00:00,3,608.03,0.19,1.65,104.23,0.43,22.03,27.52,0.96,29.8,23.5,69.0,0.0,,61.0,6.1,,1003.9,,2.0,9,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 10:00:00,3,563.46,0.16,1.5,103.52,0.34,19.25,23.82,0.76,30.4,23.3,66.0,0.0,,104.0,6.1,,1002.7,,1.0,10,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 11:00:00,3,542.69,0.15,1.53,102.92,0.3,18.75,23.18,0.74,30.6,23.3,65.0,0.0,,130.0,5.0,,1001.5,,1.0,11,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 12:00:00,3,535.83,0.13,1.84,103.38,0.33,19.55,24.58,0.84,30.4,23.3,66.0,0.0,,152.0,5.4,,1001.2,,1.0,12,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 13:00:00,2,577.64,0.18,5.17,92.84,0.51,22.09,28.59,2.03,29.6,24.2,73.0,0.0,,172.0,5.4,,1001.0,,1.0,13,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 14:00:00,3,652.61,0.04,10.18,75.45,0.74,25.91,34.59,3.81,28.1,24.5,81.0,0.0,,150.0,2.5,,1000.7,,1.0,14,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 15:00:00,3,722.0,0.0,13.38,63.3,0.89,29.59,40.48,5.19,27.0,24.3,85.0,0.0,,150.0,5.4,,1001.2,,1.0,15,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 16:00:00,3,771.54,0.0,15.51,55.11,0.98,32.76,45.66,6.07,26.4,24.2,88.0,0.0,,190.0,4.3,,1001.7,,1.0,16,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 17:00:00,3,817.01,0.0,16.97,48.91,1.03,35.88,50.72,6.41,26.1,24.0,88.0,0.0,,185.0,4.3,,1001.7,,1.0,17,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 18:00:00,3,852.64,0.0,18.14,43.21,1.01,38.42,54.79,6.3,25.7,23.9,90.0,0.0,,199.0,3.2,,1002.1,,1.0,18,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 19:00:00,3,867.98,0.0,18.68,38.12,0.9,40.07,57.42,5.84,25.4,23.6,90.0,0.0,,220.0,2.9,,1002.3,,1.0,19,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 20:00:00,3,878.98,0.0,18.91,34.08,0.81,41.49,59.74,5.54,25.2,23.6,91.0,0.0,,219.0,2.2,,1002.3,,1.0,20,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 21:00:00,3,885.98,0.0,18.98,30.89,0.76,42.43,61.34,5.43,24.9,23.5,92.0,0.0,,258.0,1.8,,1002.4,,1.0,21,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 22:00:00,3,884.77,0.0,18.79,27.9,0.71,42.56,61.76,5.32,24.6,23.4,93.0,0.0,,335.0,1.4,,1002.6,,1.0,22,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-19 23:00:00,3,885.4,0.0,18.75,25.39,0.7,42.68,62.4,5.57,24.3,23.4,95.0,0.0,,338.0,1.4,,1002.7,,1.0,23,19,8,1,0,231,-0.7412220108485957,-0.6712599575675315,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 00:00:00,3,890.06,0.0,18.97,23.36,0.73,43.1,63.57,6.15,24.0,23.3,96.0,0.0,,335.0,1.4,,1003.3,,1.0,0,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 01:00:00,3,889.62,0.01,19.12,21.57,0.76,42.88,63.97,6.42,24.0,23.3,96.0,0.0,,310.0,1.4,,1003.7,,1.0,1,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 02:00:00,3,904.18,0.48,18.77,20.4,0.83,42.7,64.6,6.06,25.3,23.9,92.0,0.0,,22.0,1.8,,1004.3,,1.0,2,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 03:00:00,3,926.7,2.6,16.58,25.68,0.91,43.3,66.45,6.01,26.9,23.8,83.0,0.0,,81.0,2.5,,1004.4,,1.0,3,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 04:00:00,3,578.72,0.28,3.34,95.69,1.18,31.47,53.22,1.69,28.4,24.0,77.0,0.0,,101.0,3.2,,1004.6,,1.0,4,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 05:00:00,3,513.79,0.16,1.43,105.17,0.89,28.44,45.18,1.05,29.9,24.3,72.0,0.0,,106.0,3.2,,1004.3,,1.0,5,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 06:00:00,3,487.99,0.12,0.92,108.42,0.68,28.46,43.38,0.91,31.2,24.1,66.0,0.0,,120.0,4.7,,1003.7,,1.0,6,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 07:00:00,3,467.65,0.1,0.7,109.59,0.55,29.21,43.93,0.82,32.1,23.9,62.0,0.0,,110.0,5.0,,1002.7,,1.0,7,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 08:00:00,3,438.94,0.1,0.66,108.71,0.48,29.72,46.57,0.78,32.6,23.8,60.0,0.0,,98.0,4.7,,1001.7,,1.0,8,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 09:00:00,3,421.3,0.1,0.68,109.1,0.49,30.45,49.16,0.8,32.9,23.5,58.0,0.0,,95.0,6.1,,1000.7,,1.0,9,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
2025-08-20 10:00:00,3,417.17,0.1,0.74,111.32,0.53,31.54,51.44,0.8,32.8,23.7,59.0,0.0,,70.0,6.8,,999.6,,1.0,10,20,8,2,0,232,-0.7526668275320083,-0.6584015846980489,34,-0.8229838658936564,-0.5680647467311559
